text,label,predicted_label,labels
"중문 손잡이, 키 꽂는 홀더 등 파손된 기물들이 방치되어 있었고, 건물 관리가 전체적으로 안 되어 있었습니다.",0,0,0
제공되는 물품들도 최소한의 수준이었습니다.,0,1,1
"위치는 좋았지만, 전반적으로 너무 아쉬웠습니다.",0,0,0
항상 방문하는 곳인데 이번에는 욕조 청소가 미흡하여 아쉬웠습니다.,0,0,0
"욕조에 세제로 추정되는 하얀 물질이 많이 남아 있었고, 물을 받으니 흰색 부유물이 뜨고 표면이 매우 미끄러웠습니다.",0,0,0
청소에 더 신경 써 주시면 좋겠습니다.,0,0,0
컴퓨터 모니터가 10분 간격으로 계속 꺼집니다.,0,0,0
"깨끗하고 쾌적하지만, 넷플릭스 이용 시 문의가 필요하고 콘텐츠가 부족하며, 어메니티가 유료인 점은 단점입니다.",0,0,0
처음 방문한 곳인데 깔끔하고 친절한 곳인 것 같습니다.,1,1,1
"공동 치약이 있었고, 세면대에 털이 있었으며 시트에도 오염이 있었습니다.",0,0,0
담배 냄새가 심하게 찌들어 있었고 습했습니다.,0,0,0
후기가 모두 거짓말 같습니다.,0,0,0
"이불 안에 코딱지와 머리카락이 있었고, 담배 쩐내도 났습니다.",0,0,0
다시는 방문하지 않을 것입니다.,0,0,0
4호는 모두 그런가요?,0,0,0
수압이 낮은 것 같습니다.,0,0,0
모든 것이 좋았으나 침대가 매트리스가 없는 것처럼 딱딱하여 몸 컨디션이 좋지 않았습니다.,0,0,0
주차장이 협소하여 건너편 평생교육원에 주차했는데 훨씬 좋았습니다.,1,1,0
침대가 매우 편안하여 꿀잠을 잤습니다.,1,1,1
가족 여행 숙소로는 특히 비추천합니다.,0,1,1
"예약 후 숙박비를 2배 이상 요구하고, 체크인 시간을 지키지 않으며 추가 요금을 요구했습니다.",0,0,0
"방은 더럽고 상태가 최악이었으며, 침구에서 이물질이 나오고 남편은 벌레에 물려 밤새 가려움증에 시달렸습니다.",0,0,0
방역 소독과 청소가 미흡했습니다.,0,0,0
야놀자도 이용하지 않을 것입니다.,0,0,0
생각보다 방이 노후되었습니다.,0,0,0
매우 좋습니다.,1,1,1
태풍이 오는 날 머물렀는데 스타일러가 있어서 개운하게 쉬다 갈 수 있었습니다.,1,1,1
시설이 정말 좋고 사장님도 친절하며 서비스도 매우 좋습니다.,1,1,1
진짜입니다.,1,0,0
밤에 좀 시끄럽습니다.,0,0,0
야외 자쿠지가 매우 좋고 깔끔하여 잘 즐겼습니다.,1,1,1
객실 내 개별 사우나도 매우 좋습니다.,1,1,1
매우 좋아서 항상 이용합니다.,1,1,1
아주 좋네요.,1,1,1
방에 담배 냄새가 많이 나서 비흡연자로서 힘들었습니다.,0,0,0
그 외에는 좋았습니다.,0,1,1
휴식하러 오기 좋았습니다.,1,1,1
사장님이 매우 친절하시고 객실이 청결하며 침구류가 훌륭합니다.,1,1,1
입실해야 해서 전화를 열 번 이상 했는데 받지 않아 곤란했습니다.,0,0,0
나머지는 만족했습니다.,0,1,1
다른 것은 괜찮았지만 위생 상태가 매우 좋지 않습니다.,0,0,0
"저희 방만 그랬는지, 에어컨을 계속 틀어도 시원하지 않아 여름에 더웠습니다.",0,0,0
이 점을 제외하면 다른 시설은 괜찮았습니다.,0,1,1
연박 예약했으나 체크인 시 갑자기 연박 추가금 1만 5천원을 요구했습니다.,0,0,0
"지불하지 않으면 퇴실 후 재입실해야 했고, 취소도 안 해줬습니다.",0,0,0
야놀자에 책임을 전가하며 수수료를 언급하는 등 불합리한 상황이었습니다.,0,0,0
낮에는 대실을 받아야 한다며 퇴실시키는 방식이었습니다.,0,0,0
"베개는 머리 기름으로 노랗고, 방은 습했으며, 에어컨에서 냄새가 났고, 수건은 오래되었습니다.",0,0,0
연휴를 망쳤습니다.,0,0,0
"주차장과 진입로가 비좁고, 14만원에 추가 금액까지 지불했습니다.",0,0,0
아중점이 더 나은 것 같습니다.,0,0,0
욕실 샤워기 고정 장치가 느슨해져서 샤워기 고정이 안 되어 불편했습니다.,0,0,0
그것 외에는 모두 만족합니다.,0,1,1
전반적으로 불편했던 사항을 나열하겠습니다.,0,1,1
"1. 현장 결제 유도(140,000원). 2. 뷔페 18,000원 결제 유도. 3. 비싼 방으로 유도. 4. 엘리베이터 룸 키 터치 후 작동. 5. 뷔페 전용 1대, 객실용 1대 엘리베이터 보유. 6. 배달 음식을 1층에서 받아서 올라가야 함.",0,0,0
7. 냉장고 및 커피포트 위치를 잘 몰랐습니다.,0,0,0
8. 채널이 적음,0,0,0
"(안내 자료 대비 161, 742번은 동일 스포츠 채널이었음).",0,0,0
"방이 깨끗하고 안락했으며, 따뜻한 물도 바로 나왔습니다.",1,1,1
"침구류도 부드럽고 포근했으며, 가운에서 냄새가 나지 않아 좋았습니다.",1,1,1
"사장님께서도 친절하셨고, 시간이 애매하여 연장했는데 배려해주신 덕분에 더욱 편히 쉬다 올 수 있었습니다.",1,1,1
한옥마을이랑 가깝고 택시 타기도 버스 타기도 편해서 좋았습니다.,1,1,1
숙소도 깨끗하고 4층은 밤에도 루프탑 이용 가능하니 뷰도 좋고 더 좋았습니다.,1,1,1
방이 크고 가격도 저렴하며 좋습니다.,1,1,1
노래방을 이용하려고 갔는데 마이크가 계속 삑삑거려 노래를 부르지 못했습니다. 주신 와인은 잘 마셨습니다.,0,0,0
한옥마을 내에 위치하여 접근성이 매우 좋았습니다.,1,1,1
깔끔하고 친절하며 가성비 좋은 호텔이었습니다.,1,1,1
객실이 너무 추웠고 난방 고장이라는 안내만 해주어 이틀 동안 추위에 떨며 잠들었습니다.,0,0,1
마이룸으로 예약해서 크게 기대는 안 하고 갔는데 상당히 괜찮았습니다.,1,1,0
담배 냄새가 전혀 안 나서 흡족했습니다.,1,0,0
일본 호텔 방문했던 기억이 떠올랐습니다.,1,0,0
마이룸 방은 객실이 작았습니다.,1,0,0
그래도 공간을 알차게 인테리어 해놔서 마음에 들었습니다.,1,1,1
바닥이 따끈따끈해서 나쁘지 않았습니다.,1,0,0
보일러 온도는 21~22도 정도 되는 것 같았습니다.,1,0,1
따뜻한 물 잘 나왔습니다.,1,0,0
사장님도 친절하시고 전체적으로 만족스러웠습니다.,1,1,1
깔끔하고 좋았습니다.,1,1,1
매우 좋았습니다.,1,1,1
다시 가고 싶습니다.,1,1,1
깔끔하고 친절합니다.,1,1,1
좋았습니다.,1,1,1
장점은 침대가 편하고 TV가 크며 수압이 세다는 점입니다.,0,0,0
"단점은 객실 사진이 실제와 많이 다르다는 점, 넷플릭스 이용 시 개인 아이디가 필요하다는 점, 의자와 테이블이 없어 불편하다는 점, 거울이 없어 불편하다는 점, 그리고 수건에서 머리카락 뭉텅이가 나왔다는 점입니다.",0,0,0
직원분은 정말 친절했습니다.,0,0,0
"하지만 주차장을 찾는 골목이 좁아 불편했고, 시설은 좋았으나 객실 청결도가 좋지 못했습니다.",0,0,0
"모르는 분의 머리카락 등이 욕조나 침대 곳곳에서 계속 나왔고, 담배 냄새가 매우 심했습니다.",0,0,0
아이와 함께 하루 숙박하기 위해 방문했는데 많이 아쉬웠습니다.,0,0,0
지인들이 예약했는데 좋았다고 합니다.,1,1,0
원래 가성비가 괜찮은 곳이었습니다.,0,0,1
정말 어질어질한 숙소네요.,0,0,1
"밤새도록 수도관에서 물 내려가는 소리가 화장실과 관계없이 방에서 들리고, 바닥에 깔린 두꺼운 카펫에서는 먼지가 푹푹 솟아오르고 예민하다고 하기에는 숙소가 심했습니다.",0,0,0
방음 안 되는 웬만한 모텔에서도 잘 자거든요.,0,1,0
"아무튼 2주 전 전주 여행이 좋아서 다시 갔건만, 여기서 밤새 들은 물소리로 다시는 전주에는 가지 않을 듯싶네요.",0,0,1
후기 추가: 수건 냄새가 쩝니다.,0,0,0
계속 호텔을 모텔과 비교하게 되는데 락스 냄새를 넘어서는 뭔가 더 심한 냄새가 나네요.,0,0,0
"예약 가격보다 높게 말씀하시며 방을 확인하고 오신 후 키를 주셨는데, 기분이 매우 찝찝했습니다.",0,0,0
"방에는 컵, 물, 고데기, 드라이기 앞부분 등 없는 것이 많았고, 청소가 급하게 이루어진 느낌이었습니다.",0,0,0
다음에는 이용하지 않을 것입니다.,0,0,0
서비스가 다소 부족한 것 같습니다.,0,0,0
"사장님이 친절하시고 1층에 아이스크림도 있어 좋았으나, 컴퓨터가 안 되고 키보드 고장으로 게임도 실행되지 않았습니다.",0,0,0
다른 방으로 옮겼는데 청결 상태가 너무 최악이었습니다.,0,0,0
"청소를 하다 만 것 같은 빗자루에서 떨어진 깃털과 시커먼 먼지로 가득한 에어컨, 컴퓨터 밑에는 오래된 먼지와 치킨 가루가 잔뜩 있었습니다.",0,0,0
"침대에 앉으려 보니 침대 커버에서 발 냄새가 나고 검은 먼지가 있었으며, 들춰보니 검은 먼지와 털, 머리카락이 수북했습니다.",0,0,0
방을 두세 번 바꿨을 때인데 도저히 머물 수 없어 환불도 못 받고 바로 나왔습니다.,0,0,0
"제가 웬만하면 이런 후기를 남기지 않는데, 그동안 다녔던 모텔 중에 최악입니다.",0,0,0
"컴퓨터가 안 되는 것과 에어컨 필터 청소가 안 된 것은 이해할 수 있지만, 바닥 청결만큼은 꼭 신경 써야 할 것 같습니다.",0,0,0
"침대 커버에 대해 얘기했더니 오래돼서 그렇다고 세탁을 맡겨도 그렇다고 하시는데, 다른 곳에서는 그렇지 않았습니다.",0,0,0
"말한다고 바뀔지는 모르겠지만, 청결 부분이라도 신경 써주세요.",0,0,0
컴퓨터가 있어서 여자친구와 즐거운 시간을 보냈습니다.,1,1,1
사장님과 사모님이 매우 친절하십니다.,1,1,1
잘 쉬었다 갑니다.,1,1,1
다음에 근처에 또 오게 되면 꼭 재방문하겠습니다.,1,1,1
사장님께서 매우 친절하셨습니다.,1,1,1
"지도를 보며 한옥마을을 설명해주시고, 다음날 짐도 맡아주셔서 짐",1,1,1
걱정 없이 구경할 수 있었습니다.,1,1,0
"방은 예상보다 넓었고, 방음이 잘 안 된다는 후기가 있었지만 에어컨과 TV를 켜니 옆방 소리가 들리지 않았습니다.",1,0,0
조용할 때는 소곤거리는 소리가 들릴 수 있습니다.,1,0,0
화장실도 깨끗하고 좋았습니다.,1,1,1
"경기전에서 거리가 좀 있었지만, 터미널로 갈 때는 큰 길과 버스 정류장이 가까워 편리했습니다.",1,1,1
다음에는 별채로 가보고 싶습니다.,1,1,1
잘 쉬다 갑니다.,1,1,1
"주말마다 전주에서 1박을 하는데, 여러 곳을 가보아도 이곳이 가장 괜찮은 것 같습니다.",1,1,1
가격 대비 깨끗하고 아늑하여 출장 시 자주 찾는 모텔입니다.,1,1,1
"담배 냄새가 약간 났지만, 다른 부분은 모두 만족했습니다.",1,0,0
"모든 것이 좋았으나 윗집이 너무 쿵쿵대고 시끄러웠으며, 창가 쪽은 외풍이 좀 심한 것 같습니다.",0,0,0
사장님이 매우 친절하시고 방도 매우 깨끗하며 침대도 편하고 침구도 깨끗합니다.,1,1,1
바깥 풍경을 신경 쓰지 않는다면 최상의 가성비를 자랑할 것 같습니다.,1,1,0
직원분도 매우 친절하시고 숙소 룸 컨디션도 매우 좋습니다.,1,1,1
다시 방문할 의향이 있습니다.,1,1,1
대실 사용 시간이 길고 깔끔한 곳이었습니다.,1,1,0
재방문하고 싶은 숙소입니다.,1,1,1
다시 출장 올 때도 꼭 이곳만을 이용하겠습니다.,1,1,1
스타일러도 있고 TV도 크고 침대도 푹신해서 최고입니다.,1,1,1
항상 가는 곳인데 베개에 얼룩이 있고 바디워시에 머리카락이 있었습니다.,0,0,0
청결에 신경 써주세요.,0,0,0
더럽고 습했습니다.,0,0,0
가격 대비 괜찮습니다.,1,1,1
사장님 말투가 부드럽지 않아 아쉬웠습니다.,0,0,0
1. 객실이 깨끗했습니다.,1,1,1
침구의 뽀송함이 기억에 남습니다.,1,1,1
2. 화장실이 깔끔하고 욕실과 세면대가 분리되어 물이 튀지 않아 좋았습니다.,1,1,1
"비데가 설치되어 있으며 샴푸, 컨디셔",1,1,0
"너, 바디워시도 구비되어 있습니다.",1,1,1
"3. 옷장에는 옷걸이 3개, 목욕 가운 2개, 작은 금고, 일회용 실내화 2개가 있습니다.",1,0,1
옷걸이는 최소 6개가 있으면 좋겠습니다.,1,0,1
4. 15층이라 전망이 아주 시원합니다.,1,1,1
5. 조식은 지난번 이용 시 만족했습니다.,1,1,1
예약 시 2만원 이하로 가능하며 가격 대비 적정합니다.,1,0,1
6. 영화의 거리와 한옥마을 모두 도보권입니다.,1,1,0
7. 주차는 지하 주차장 외에 뒷편 지상 주차장도 있습니다.,1,0,0
8. 기타 이벤트 기간이라 투썸 아메리카노 1+1 쿠폰도 이용했습니다.,1,0,0
카페는 호텔 바로 뒷건물에 있습니다.,1,0,1
재이용 의사가 충분합니다.,1,1,1
"인테리어가 깔끔하고 예쁘며, 침대가 편안합니다.",0,1,1
카운터 직원이 매우 친절합니다.,0,1,1
객실 내에는 물만 있으니 음료는 직접 가져가야 합니다.,0,0,0
"화장실에서 약간의 냄새가 나지만 문을 닫으면 괜찮았고, 시트에 약간의 얼룩이 있었습니다.",0,0,0
보일러 소리인지 기계 소리가 계속 울려 잠을 자기 어려웠습니다.,0,0,0
깨끗합니다.,1,1,1
다음에 또 이용하겠습니다.,1,1,1
숙박 쿠폰 때문인지 왜 8만 원 방인지 모르겠습니다.,0,0,0
"이름만 호텔이지 그냥 모텔급이며, 복도에서는 담배 냄새가 나고 서비스도 전형적인 모텔 수준입니다.",0,0,0
한옥에서 자는 것이 처음이라 후기를 꼼꼼히 찾아본 결과 교동살래가 제일 좋아 보여 예약했습니다.,1,1,0
입실할 때부터 사장님께서 매우 친절하게 설명해 주셔서 숙소를 잘 골랐다고 기분이 좋았습니다.,1,1,1
저녁 산책 후 돌아오는데 낮과는 또 다른 분위기여서 놀랐습니다.,1,1,1
매우 예쁩니다.,1,1,1
복층 계단이 조금 무섭긴 했지만 두어 번 오르내리니 적응되었습니다.,1,1,1
아침에 조식 빵이 그렇게 유명해서 먹으러 갔는데 후회하지 않을 정도였습니다.,1,0,0
다음번에는 다른 방으로 예약해 보려 합니다.,1,0,0
"일찍 도착하여 입실 가능 여부를 문의했을 때, 주차 후 30분 정도 일찍 입실할 수 있다고 하여 기다렸습니다.",0,0,0
하지만 계속 기다리게 하여 재문의하자 짜증 섞인 응대를 받았습니다.,0,0,0
"숙소는 사진과 달리 바닥이 꺼져 있고 거미가 많았으며, 천장이 낮아 불편했습니다.",0,0,0
"취사 도구는 잘 갖춰져 있었으나, 전반적으로 실망스러웠습니다.",0,1,1
"바베큐 시 모기가 많았고, 한옥마을과의 접근성은 좋았으나 시설이나 스파 이용을 위해서는 추천하지 않습니다.",0,0,0
"늦은 입실 시간, 빠른 퇴실 시간, 그리고 비싼 가격을 고려할 때 이 돈으로 더 좋은 펜션이나 호텔을 가는 것이 낫다고 생각합니다.",0,0,0
방 청소가 안 되어 있고 시설은 1970년대 여인숙 수준입니다.,0,0,0
"선풍기와 에어컨에는 먼지가 쌓여 있고, 냉장고는 청소되지 않아 더러웠습니다.",0,0,0
화장실에서는 찌든 냄새가 심했습니다.,0,0,0
"예약 취소도 환불도 안 되며, 야놀자는 책임이 없다고 합니다.",0,0,0
매우 불만족스럽습니다.,0,0,0
잘 쉬다 갑니다.,1,1,1
디럭스를 예약했는데 무료로 업그레이드해 주셔서 슈페리어룸에 머물게 되었습니다.,1,1,1
방도 크고 침대도 푹신하며 에어컨도 문제없이 작동되어 편안한 하룻밤을 보냈습니다.,1,1,1
감사합니다.,1,1,1
비누에 머리카락이 붙어 있고 칫솔도 그대로 놓여 있었습니다.,0,0,0
방은 매우 추운데 침대 장판이 작동하지 않고 수건도 모두 찢어져 있었습니다.,0,0,0
대실이라 그냥 있었지만 숙박은 불가능할 것 같습니다.,0,0,0
무난하게 잘 쉬다 왔습니다.,1,1,1
방도 따뜻하고 친절해서 좋습니다.,1,1,1
머물다 갑니다.,1,1,1
연박했는데 친절하시고 푹 잘 쉬었습니다.,1,1,1
영화를 너무 재미있게 봤습니다.,1,1,1
방이 매우 넓고 화장실에 욕조도 있어 좋습니다.,1,1,1
다시 방문하고 싶습니다.,1,1,1
매우 깨끗합니다.,1,1,1
"다른 숙소보다 비싼 것이 단점이지만, 평일에는 갈 만합니다.",1,1,0
자주 찾는 호텔99는 사장님이 매우 친절하시고 시설도 깨끗하여 좋습니다.,1,1,1
친절하고 좋습니다.,1,1,1
바닥에 물이 새서 아쉬웠습니다.,0,0,0
와서 봐주시기는 했습니다.,0,0,0
매우 만족했습니다.,1,1,1
"전반적으로 좋았지만, 2층은 휴대전화 신호가 약합니다.",0,0,1
다행히 방을 바꿔주셨지만 이 점은 아쉽습니다.,0,0,0
"에어컨 바람이 머리 쪽으로 불어 감기에 걸렸지만, 편하게 잘 쉬었습니다.",0,0,0
이곳만 이용합니다.,1,1,1
정말 최고입니다.,1,1,1
아주 괜찮고 좋습니다.,1,1,1
"카운터에 아무도 없었고, 변기가 막혀 불러도 오지 않았습니다.",0,0,0
냄새도 났습니다.,0,0,0
에어컨 위치가 좋지 않고 이불이 습합니다.,0,0,0
별로였습니다.,0,0,0
"사진과 다른 방이었고, 먼지가 많으며 오래된 느낌이었습니다.",0,0,0
스킨로션도 사용기한이 2년이나 지나 있었고 관리가 잘 안 되어 있었습니다.,0,0,0
그나마 욕실과 이불은 깨끗했습니다.,0,0,0
좋지만 방이 무작위이고 북대와 거리가 있습니다.,1,1,1
그럼에도 욕조가 크고 좋습니다.,1,1,1
"낮에 잠시 쉬러 방문했는데, 난방이 되지 않아 매우 추웠습니다.",0,0,0
"비 오는 날이라 더 추웠고, 방바닥이 얼음장 같았습니다.",0,0,0
"매트를 켜고 누워 있으라고 했지만, 결국 감기에 걸렸습니다.",0,0,0
"화장실에 대변이 그대로 있고 물도 안 내려가 있었으며, 냉장고는 고장 나서 작동도 안 됐습니다.",0,0,0
"대실이라 그냥 쓰고 나왔지만, 청소 상태와 방 상태 점검을 잘 해주세요.",0,0,0
"안마의자와 PC가 있어 개인 시간을 보내기 좋았으나, 욕실 수압이 약하고 온수가 잘 나오지 않아 불편했습니다.",0,0,0
다음에도 이용하겠습니다.,1,1,1
"친절하시기는 하나, 냄새와 곰팡이 문제로 최악이었습니다.",0,0,0
근처에 같은 가격에 더 좋은 곳이 많으니 다른 곳을 추천합니다.,0,1,1
예약 취소를 못해 이틀 강제로 묵었습니다.,0,0,0
후기를 마음에 안 들게 썼다고 개인 정보를 파악하여 고객에게 전화하는 것은 문제입니다.,0,0,0
제가 없는 사실을 올린 것도 아닌데 왜 따지시는지 모르겠습니다.,0,0,0
위생 문제에 대해 후기를 쓰는 것이 잘못입니까?,0,0,0
고소하겠다고 하시고 마음대로 하십시오.,0,0,0
제발 저에게 연락하지 마십시오.,0,0,0
고소하든 말든 알아서 하십시오.,0,0,0
"다른 분들은 아닐 수도 있겠지만, 저는 청결 문제가 있다고 생각합니다.",0,0,0
"화장실과 욕조에 검은 곰팡이, 하수구 냄새, 방에 날파리가 있었습니다.",0,0,0
전주 출장 와서 모텔 사장에게 이런 소리를 다 들어보네요.,0,0,0
계속 그런 식으로 장사하십시오.,0,0,0
대화가 통하지 않으니 이만 말하겠습니다.,0,0,0
사진과 다릅니다.,0,0,0
화장실 문도 닫히지 않고 시설이 너무 노후되었습니다.,0,0,0
"담배 냄새가 들어오고, 에어컨 위에 거미줄이 있으며, 샤워기 걸이가 파손되어 들고 사용하기 힘듭니다.",0,0,0
정말 깨끗하고 친절하며 좋았습니다.,1,1,1
방음 문제가 생각보다 크게 느껴집니다.,0,0,0
"최대 4인실이라고 하기에는 1인용 같은 작은 방이었고, 침구류도 딱딱했습니다.",0,0,1
예약 시와 다른 현장 컨디션과 체크아웃 시간이 아쉬웠습니다.,0,0,0
시내에 위치하여 접근성이 좋고 직원분도 친절했습니다.,0,1,1
"1층에 과자나 음료가 구비되어 있었고, 냉장고도 시원하게 잘 작동했습니다.",0,1,1
그러나 위생 및 청결도가 떨어졌습니다.,0,0,0
"침대 커버에 피 자국이 있었고, 화장실 컵에 립스틱 자국이 그대로 남아 있었습니다.",0,0,0
로션이나 헤어용품에 먼지가 매우 많이 쌓여 있어 오랫동안 세밀한 부분 청소가 이루어지지 않은 것으로 보였습니다.,0,0,0
생각보다 별로였습니다.,0,0,0
머리카락이 많습니다.,0,0,0
리뉴얼해서 깨끗하고 TV가 커서 좋았습니다.,1,1,1
숙소가 매우 깨끗하고 좋았습니다.,1,1,1
"원래 숙박만 예약했으나, 환경이 너무 좋아 대실까지 이어서 예약했습니다.",1,0,1
사장님도 친절하시고 방도 깨끗하여 출장으로 방문한 전주에서 다음에도 다시 묵고 싶습니다.,1,1,1
넓고 매우 친절했습니다.,1,1,1
시간을 넉넉히 주시고 방 안이 따뜻해서 잘 쉬다 갑니다.,1,1,1
"라면, 토스트, 와플, 시리얼 등 조식 종류가 다양하고 깔끔하게 준비되어 있으며 객실과 수건도 깨끗하고 넉넉했습니다.",0,1,0
객실은 이중문으로 되어 있어 중문을 닫지 않으면 복도 소리가 들립니다.,0,0,0
"다만, 직원이 불친절했습니다.",0,0,0
토스트를 먹으려 접시가 없어 시리얼 컵을 사용했더니 시리얼 먹는 사람이 쓸 컵이 없다며 면박을 주었습니다.,0,0,0
"또한, 퇴실 전 샤워 중 갑자기 뜨거운 물이 나와 화상을 입었으나, 직원은 손님 잘못으로 치부하며 불친절하게 응대했습니다.",0,0,0
직원 응대 외에는 객실과 호텔 상태 모두 만족스러웠습니다.,0,1,1
"전반적으로 괜찮았지만, TV가 말썽이라 아쉬웠습니다.",0,0,0
넷플릭스가 잘 안 되면 넷플릭스 가능이라고 적으면 안 되는 것 아닐까요?,0,0,0
편하게 쉬다 갑니다.,1,1,1
가격 대비 매우 좋습니다.,1,1,1
침구는 누렇고 수건은 다 헤져 있었습니다.,0,0,0
"전반적으로 오래된 느낌이 들며, 잠만 자는 용도라면 괜찮습니다.",0,0,0
"가족 여행으로 한옥마을 바로 앞이라 예약했는데, 정말 코앞이었습니다.",1,1,1
주차장이 넓고 퇴실 당일 오후 3시까지 주차가 가능하여 퇴실 후에도 한옥마을에서 점심 식사하고 놀다 갔습니다.,1,1,1
룸 컨디션도 괜찮았습니다.,1,1,1
"아이들 때문에 침대를 붙여 사용했는데, 밀었더니 먼지가 좀 나와 물티슈로 닦고 사용했습니다.",1,0,0
"어메니티도 다 있었고, 컨디셔",1,0,0
너가 특히 좋았습니다.,1,1,1
침대 매트리스가 고정형이라 두 개를 붙여도 유격이 꽤 있었습니다.,1,0,0
"한옥마을 뷰를 선택했는데, 뷰가 정말 좋았습니다.",1,1,1
포토존도 있어 거기서 꼭 사진을 찍으세요.,1,1,1
부모님도 매우 만족하셨습니다.,1,1,1
다음에도 전주에 가면 이곳으로 갈 예정입니다.,1,1,1
새 모텔이라 그런지 확실히 좋습니다.,1,1,1
냉장고가 작동하지 않습니다.,0,0,0
생각보다 일찍 도착했는데 체크인 시간보다 일찍 해주셔서 좋았습니다.,1,1,1
사장님이 매우 친절하게 먹거리와 놀거리를 설명해주셨습니다.,1,1,1
아이들과의 첫 여행을 사장님 덕분에 행복하게 보내고 잘 쉬다 왔습니다.,1,1,1
"전체적으로는 괜찮지만, 자세히 보면 불편한 점이 많습니다.",0,0,0
"숙소 문 바닥 쪽은 틈이 크게 보이고, 가운데 중문은 잠그는 기능이 없습니다.",0,0,1
"스타일러는 사용하려고 했는데 물이 차 있고 사용할 물이 없다고 뜨며, 드라이기는 전선이 다 보입니다.",0,0,0
방음이 너무 안 되어 옆방 소리가 들립니다.,0,0,0
깔끔하고 사장님도 매우 친절하셨습니다.,1,1,1
"비가 추적추적 내리기 시작했는데, 외출하는데 주차장까지 나오셔서 용건 후 감기 조심하라는 말씀까지 해주셨습니다.",1,1,1
시설도 시설이지만 뜻밖에 한 번씩 감동을 받습니다.,1,0,0
좋습니다.,0,1,1
"다만, 욕실에 물이 잘 빠지지 않아 조금 불편했습니다.",0,0,0
청소가 제대로 되어 있지 않았습니다.,0,0,0
"침대에 털이 그대로 있었고, 욕조에 담배 재가 있었으며 바닥 청소 상태도 아쉬웠습니다.",0,0,0
사장님은 친절하셨습니다.,0,1,1
친절하시고 한옥마을 관광 정말 잘했습니다.,1,1,1
"리모델링한 느낌이었고, 넷플릭스를 시청하려면 추천합니다.",1,1,1
깔끔하고 깨끗해서 좋았습니다.,1,1,1
거리가 조금 멀었습니다.,0,0,1
약간 낡았습니다.,0,0,0
깨끗하고 스타일러도 있고 편했습니다.,1,1,1
넓고 좋습니다.,1,1,1
생각보다 침대 네 개가 모두 붙어 있어 특실이라는 느낌이 들지 않았습니다.,0,0,0
그리고 모기가 매우 많습니다.,0,0,0
다음에는 미리 입실 후 홈키파를 뿌려야겠습니다.,0,0,1
편안하게 쉬었습니다.,0,1,1
다만 전등을 터치해서 켜는데 닿지도 않았는데 자꾸 혼자 꺼졌다 켜졌다 해서 많이 불편했습니다.,0,0,0
이 부분은 꼭 고쳐주셨으면 좋겠습니다.,0,0,0
아늑하고 좋습니다.,1,1,1
나쁘지는 않지만 가격 대비 만족도는 떨어집니다.,0,0,0
"특가라 매우 저렴하다고 생각했으나, 대실이 끝난 방에 냉장고 음료만 채워져 있었고 조명 리모컨도 없었으며 수건도 하나뿐이었습니다.",0,0,0
"침구류도 찜찜했지만, 가격이 매우 저렴하여 그냥 사용했습니다.",0,0,1
좋지만 이제 넷플릭스가 안 된다고 해서 아쉽습니다.,0,0,0
"연휴라고 평소보다 2, 3배 높은 가격을 받으셨는데 시설도 좋지 않아 매우 놀랐습니다.",0,0,0
재방문은 하지 않을 것 같습니다.,0,0,0
이런 곳은 출장 말고 놀러 와야 하는데 아쉬울 따름입니다.,1,1,1
매우 좋았습니다.,1,1,1
매우 편안하게 숙박했습니다.,1,1,1
욕조가 매우 재미있었습니다.,1,1,0
"복층이라 좋았고, 방을 잘못 받은 줄 알고 놀랐습니다.",1,1,0
"무인텔이라 어쩔 수 없겠지만, 다른 모텔에 비해 5천원 정도 가격이 더 높은 점은 아쉽습니다.",1,0,0
화장실이 조금 불편합니다.,0,0,0
항상 잘 이용하고 있습니다.,1,1,1
"대체적으로 깨끗하고 괜찮았으나, 파티룸이 위에 있는지 늦게까지 시끄러운 소리에 계속 신경이 쓰였습니다.",0,0,0
전반적으로 좋지만 모기가 너무 많아 방역이 필요합니다.,0,0,0
좋습니다.,1,1,1
"전주 출장 시 방문하는데, 갈 때마다 만족합니다.",1,1,1
다시는 오고 싶지 않습니다.,0,0,0
"비도 안 오는데 눅눅하고 습기 찬 이불, 이상한 구조, 의자 다리에 먼지 붙은 야구공 등 최악이었습니다.",0,0,0
다음에 전주에 또 오면 이곳으로 와야겠습니다.,1,1,1
사장님이 매우 친절하셔서 좋았습니다.,1,1,1
"물에서 냄새가 났고, 정수기가 너무 더웠습니다.",0,0,0
좋습니다.,1,1,1
정말 좋습니다.,1,1,1
2층이 프론트라 1층 주차장으로 나가기에 편합니다.,1,1,1
숙소도 깔끔합니다.,1,1,1
뷰는 최고입니다.,1,1,1
숙소도 복층으로 깔끔하고 정수기도 있어서 좋았습니다.,1,1,1
잘 쉬다 갑니다.,1,1,1
또 이용할 계획입니다.,1,1,1
"더웠다가 추웠다가 했고 소음도 있었으며, 이불 덮는 쪽이 바깥면이라 살짝 불쾌했습니다.",0,0,0
스파 욕조에 물을 받고 켜보니 검은 때 같은 이물질이 엄청나와 사용하지 못했습니다.,0,0,0
"나가는 길에 사장님께 말씀드렸더니 '아, 네'라며 대수롭지 않은 반응이었습니다.",0,1,0
"여러 번 있었던 일인지, 객실 이용에 불편한 부분 및 개선점을 말씀드렸는데 다른 건 다 좋았지만 아쉽습니다.",0,0,0
