name,nickname,text,rating,label
전주 덕진동 호텔 스마일(HOTEL SMILE),토슈*,에어드레서도 체험해보고 편하고 무지좋앗습니다,5,1
전주 중화산동 엘도라도,추카추********,노화된 시설,3,0
전주 우아동 Hotel The VIZIT,하트엄*****,오늘은 방에서 담배냄새가 이불이랑도 다 베어있어서 좀 힘들었어요 금연방 흡연방 구분되있으면 좋을거같아요,4,0
전주 덕진동 핀앤핏하우스,데구르**********,아늑하디좋아요,5,1
전주 금암동 호텔 바라한(HOTEL BARAHAN),젠틀맨*******,분위기 시설 아주 좋았습니다 또 방문할게요,5,1
전주 라베호텔(LABE HOTEL),콩이*,전주는 처음이라 숙소고민을 많이 했는데 청결하고 조용하니 좋았어요 사장님도 친절하시고 조식도 마련되있어 아침해결을 잘했네요 다음에 기회되면 재방문하겠습니다,5,1
전주 금암동 토마토,대치동선풍***,시설편의성말고 딱히좋은지모르겟음 친절하지도않고,1,0
전주 덕진동 브라운도트 전주덕진점,승민858*,시설 깨끗하고좋어요,5,1
전주 금암동 후,ri4*,근처에 편의점도 있고 좋아요,5,1
전주 금암동 호텔 화이트(HOTEL WHITE),산그늘사랑*******,깔끔하고 직원분이 친절하셔서 좋았슴다,5,1
전주 산정동 제이즈 호텔,젤리*,친절하시구 편하게 이용하다 가요,5,1
전주 금암동 비스트,허둥지*******,다 좋고 사장님도 친절하신데 객실에서 담배찌든내가 너무나서 힘들었어요 그래서 다시 방문하기는 좀 힘들것 같아요 그리고 룸으로 하러 왔는데 기기가 하나밖에없어서 두명에서 함께 즐기기가 좀 힘들었어요,3,0
전주 우아동 호텔 야,옹기종************,냠냠굿,5,1
전주 덕진동 호텔 스마일(HOTEL SMILE),왕아*,새수건에 뭐가 묻어있더라구여,5,0
전주 덕진동 핀앤핏하우스,개미는**,전기장판이 고장났어요,5,0
전주 덕진동 호텔 마리(덕진공원점),구르미*,마리는 항상 옳지용,5,1
전주 송천동 호텔 에코스테이,나김말*,좀그렇습니다,3,0
전주 우아동 Hotel The VIZIT,해헤핸*,좋아요옹옹,5,1
전주 덕진동 호텔 와이케이(HOTEL WAIKEI),여름이*,친절하시고 연박이었는데 청소도 해주셔서 감사합니다 처음에 들어가서 발에 붙는 이물질이 없었고 화장실에 물기도 없고 깨끗해서 좋았어요 다만 하수구 냄새가 많이 나서 여행용 방향제로 들어갈 때 마다 뿌리며 지냈어요 그래도 테라스에서 멍하니 있을 수 있고 방도 춥지 않았어서 만족했습니다 그런데 이틀째 밤 602호에서 묵었던 분이 밤12시부터 새벽 2시30분이 넘도록 큰 소리로 살인장난감을 보시더군요 벽을 쿵쿵쿵 세번 쳐서 들으셨는지 2시 반이 넘고 소리를 조금 줄이셨으나 여전히 밖에 지나가는 차소리테라스 창문 열어둠보다 크더군요 그런데 10분 정도 뒤 몇분 안돼서 다시 소리를 키우시더라구요 시간이 늦어 사장님께 전화드리기엔 죄송해서 참았는데 결국 계속 깨면서 옆으로 누워 한 쪽 귀를 손으로 막아가며 설잠잤습니다 6시쯤엔 조용했는데 해가 뜨고 아침에 또 티비를 크게 틀어서 보시더군요 밤새 맴돌던 살인장난감,4,0
전주 우아동 하얏트,소록소록나******,주말엔 괜찮은 숙소인거 같아요,4,1
전주 우아동 하얏트,행운의**,깔끔하긴 하네요 근데 치약이 뚜껑이 열려있어서 양치를 못 하고 나왔네요,4,0
전주 우아동 소울,상쾌한*******,넘깨끗했구요 사장님까지친절하시구 재방문또할께요,5,1
전주 금암동 아늑 료칸호텔 (터미널점),스쳐간쪼코*****,윗층 쿵쿵거리는 소리로 숙소 내부가 다 울리고 커튼이 짧아서 빛이 다 내부로 들어옴 아침에 눈부셔가지고 깸 전체적으로 깨끗하긴 한데 티슈 케이스랑 주전자 컵에 먼지 쌓여있음 그냥 가성비로 가기 좋음,2,0
전주 금암동 호텔 마리(터미널점),창창한*******,외관부터 실내까지 주변 숙소중에 단연 돋보입니다 또 가고 싶네요,5,1
전주 고사동 YAJA 전주한옥마을점,돛단*,가성비 좋고 주차장 넓으나 객실 청결도는 조금 아쉽고 리모컨이 3개나 되나 사용에 쓰이는 리모컨을 눌러도 인식이 잘 안되고 수건이 2장 밖에 없는게 좀 그래요 총 3장인데 2장은 수건 1장은 바닥에 깔아두는 수건이에요 화장실 욕실이 너무 개방적이라 볼일 볼때 서로 불편해요 참고하세요,4,0
전주 중앙동 한옥호텔 궁,알ㄹ*,비품 시설 청결도 서비스 다 좋았어요 비품도 칫솔같은 경우는 다른 곳 같지않게 좀 부드러웠고요 비누도 따로 주셔서 좋았어요 샴푸 린스 다 좋았고 방도 아늑하고 깨끗했어요 화장실도 깨끗하고 창문도 한옥 느낌 나더라구요,5,1
전주 우아동 호텔 젠,우기라*,깨끗하고 좋긴했는데 많이 추웠어요,4,0
전주 한옥호텔 궁,파란머******,잘잇다 편안히 갑니다,5,1
전주 금암동 칼튼힐호텔,정윤찬***,넓고 쾌적하고 좋았어요,5,1
라한호텔 전주,하늘하늘호******,급하게 예약하고 갔는데 모든 부대시설이 기대이상이었습니다,5,1
전주 신시가지 오스카,더파이*,불편함 없이 숙박했어요,4,1
전주 우아동 호텔 투나잇(HOTEL 2NIGHT),쌀국수***,핵추천 합니당,5,1
전주 금암동 칼튼힐호텔,블랙하*****,정말 호텔급입니다,5,1
전주 우아동 명품 HOTEL,찬란한멍멍*****,머리카락이 많고 화장실이 추워요,3,0
전주 금암동 YAJA 전주터미널점,coo***,평범한 숙소 청소 상태 별로 샤워기 수압 약합니다 난방 조금 춥습니다,2,0
전주 중앙동 한옥호텔 궁,찡찡나무늘*****,온돌 방값이 167000원으로 싸지도 않은데 이게 2인기준으로 만들어 놓고 사람추가를 인당 1만5천원씩 받는게 어이 없다고 생각합니다 그라고 최대 6인이면 애초에 4인정도 기준으로 온돌방값을 받아야 하는거 아닐까요 그렇다고 방이 크지도 않고 시설이 호텔급도 아닌데 완전 바가지 인듯합니다,1,0
라한호텔 전주,스치듯********,숙소가 깨끗하고 좋아요 전주한옥마을 바로 앞이라 관광하시는 분들은 더 좋을거 같아요,5,1
전주 고사동 전주관광호텔,묘*,몇주전에 다녀갓는데 리뷰가늦었네요 카운터남자직원분 친절하게 비품가져다주시고 샤워기교체도 해주시고 감사합니다,5,1
전주한옥마을 황실관광호텔,당고개출발**,가성비가 아주 좋은 호텔이네요 출장차 온거라 시내보단 한옥마을도 구경할겸 한옥마을안에 있는 숙소를 잡았습니다 아주 깨끗하고 약간 고풍스럽기도 하고 빈티지스럽기도한 느낌입니다 저녁에 한옥마을도 한바퀴 돌았는데 너무 좋았습니다 덕분에 여행같은 출장이네요 다음에도 전주에 오면 재방문해야 겠네요,5,1
전주 금암동 YAJA 전주터미널점,밝은오*****,푹 쉬다갑니둥 고마워요,5,1
전주 중화산동 투썸스테이,학비강*,깨끗하고 유흥 접근성도 좋으나 에어컨이 온도를낮추는 것이 보이지 않아 불편,4,0
전주 금암동 호텔 바라한(HOTEL BARAHAN),소원바*******,깔끔하고 인테리러 이쁘고 좋아용 잘쉬다갑니다,5,1
전주 금암동 뷰티 호텔,안주*,정말불친절합니다 아주머니가,3,0
완주 칸 드라이브인 무인텔(KAN),뽀뽀삐*,침대가 돌입니다 잠을 못잤어요 제일 중요한건 잠자리인데 침대가 누우면 아파요 너무 딱딱해서,2,0
전주 우아동 필,Tree트*,흡연 가능한 객실이 있어서 좋았습니다,5,1
전주 중화산동 로데오,이마*,충전기가없어거 아쉬어용,5,0
전주 중화산동 호텔 인트로(HOTEL INTRO),에리얼**,방음이 너무 안요,3,0
전주 우아동 센트,85261**,좋아요 따뜻하게 잘 지내다 갑니다,5,1
전주 그랜드힐스턴호텔,사뿐사뿐금******,보일러고장 히터고장 자는데 너무 추워서 프론트에 전화하니 응대 쓰레기 안되는데는 이유가있다,1,0
전주 덕진동 호텔 스마일(HOTEL SMILE),매일사******,시설이랑은 진짜 좋았어요,4,1
전주 오페라 21,햇살달******,솔직히 후기보고 선택한거였는데 후기는 믿을께 못되네요 화장실 변기보고 놀랐습니다 넘 더럽고 이불에는 얼룩에 여기저기 머리카락이며 위생 상태 제로에 침구류또한 눅눅해서 밤새 얼마나 긁었던지 다신 가고 싶지 않은곳입니다 실망하며 휴가를 망쳤네요,1,0
전주 금암동 비스트,킬*,여자친구가 타지역사람이라 전주에 올때마다 이곳에 연박을 자주 했습니다 저는 이용할때 최대한 불편한게 아니면 어느정도는 이해하고 넘어가자하는 편입니다 리뷰도 잘 안씁니다 저번에 이용할때는 바퀴벌레와 옷장에는 언제 누군가 놔두고 간것인지 모를 겉옷이 걸려있었고 옷에는 먼지가 뿌옇게 쌓여있었습니다 늦은 시간에 발견하여 그냥 넘어가자했는데 이번에도 여전히 최악이네요 변기는 그렇다고쳐도 수건에 출처를 알지못하는 털이 붙어있는건 무엇일까요 말씀드리니 방을 바꿔주시긴 하였으나 제가 이때까지 쓰면서 겪었던 위생상태의 심각성에 리뷰를 답니다 제가 이때까지 이용했던 숙소 중 단언컨데 제일 최악이었습니다 다시는 안옵니다,1,0
전주 MH HOTEL 객리단길점,혜화좋아0*,객실에 모기 죽은 자국도 너무 많고 더러워요 벌레가 많아서 그런가 살충제 냄새가 많이 나고 시설이 오래되고 더러워요 잠 못자고 바로 퇴실하고 그냥 다른숙소에서 잤습니다 싸서 좋았는데 싼게 비지떡이 맞아요,1,0
전주 우아동 호텔 젠,오동*,이용하기 너무 편하고 좋았어요,5,1
전주 덕진동 호텔 스마일(HOTEL SMILE),롤로*,담배냄새가 나서 좀 불쾌했어요 수건도 오래된 듯 노랬구요,3,0
전주 우아동 호텔단아,예뿐멋*****,불친절 일주일에 한번은 꼭 이용하는 고객한테 서비스 응대 뭐죠 이제 이용안합니다,1,0
완주 혁신도시 만상 호텔(MANSANG HOTEL),새콤달********,생각보다 객실이 넓네요 주차도 편리하고 대체적으로 만족합니다 글구 개인적으론 너무 더웠네요,3,1
전주 우아동 호텔 야,야옹야*******,항상 이용하는 야호텔 정말 짱입니다,5,1
전주 우아동 호텔 투나잇(HOTEL 2NIGHT),min****,괜찮네요서비스도 좋고 룸상태도 넓고 쾌적하고 좋습니다,5,1
전주 덕진동 호텔 워너비(HOTEL WANNABE),구뱅*,굿입니닺워너비,5,1
전주 산정동 호텔 카누(HOTEL KANU),하늘빛*********,요즘 베개피가 너무 더러워요조금만 신경써주세요,4,0
전주 금암동 호텔 바라한(HOTEL BARAHAN),슈투트가르******,지금 까지 묵었던 객실 중 가장 편하고 좋았습니다,5,1
전주 우아동 명품 HOTEL,빠공*,여기를 뭐라고 표현해야될까요 일단 숙박만보면시설은좋아요 근데일단 주차 헬이네요 해당건물과 맞은편건물주차가능하다는데 각각지하에 4대만주차가능해요아시다시피 개좁아요 게다가 1층에 노래방있고 동네에 노래방있어서 2층 방에서는 울림과 노래소리가 계속들려오네요한시쯤되니조용해진 방내부 시설은 깔끔한편입니다,3,0
전주 우아동 이츠 호텔,융9*,깔끔하고 좋았어요 비용도 괜찮았고 서비스도 괜찮았구요,5,1
전주 금암동 비스트,팔딱팔*******,욕조에 때가 많아서 이용할 수 없었네요 이불도 누렇고 청결하지 못해요 화장실도 춥고 방이 전체적으로 외풍이 심해요 넷플릭스는 이용하기 편리하고 좋네요 연인과 오기보단 친구랑 놀기는 좋겠어요,3,0
전주 덕진동 MOMENT 708,솜이망*,좀만 더 깨끗했으면 반지하네요,5,0
전주 산정동 호텔 감스테이,아식다*,장점 1난방도 따뜻하고 좋음 2욕실 수압도 좋음 3객실도 커서 좋음 4음료생수비품 수건 넉넉해서 좋음 5침대침구류 좋음 6 셋탑박스 위치설정을 잘하셔서 반응속도 좋음 7프런트 친절 단점 딱 한가지 말하겠습니다 인테리어 업자 때문에 사장님게서 고생좀 하셨을듯 수건 바구니 위치를 변경 하심이 가성비에 시설 대만족 했습니다,5,1
전주 고사동 YAJA 전주한옥마을점,하종*,샤워실이 너무 오픈되있어서 습기차요,5,0
전주 덕진동 호텔 스마일(HOTEL SMILE),우히히*******,깔끔히네요,5,1
호텔 다빈,100*****,숙소에서 먼자냄새가 많이 나요 베게냄새도 심해요 공사소리 시끄럽구요 비데 안된다고 말씀드렸는데 아무런 조치가 없었어요 위치는 정말 좋았어요,3,0
전주 중화산동 호텔 인트로(HOTEL INTRO),몽몽이***,데이터가 잘 안터지네요,4,0
전주 금암동 비스트,썬야*,숙소 담배 냄새도 그렇고 많이 추웠습니다 청결상태가 아쉽기도 했습니다,1,0
호텔 다빈,초롱초롱꽃****,한옥마을과 접근성 좋았습니다 다만 청결하지 않은 방 상태와 모기가 있어서 불편했습니다,3,0
완주 칸 드라이브인 무인텔(KAN),개르*,전주로 여행오면서 연박 되는곳을 찾다가 여기로 예약했는데 후회없어요 하루 숙박후 밖에 구경갔다가 들어오니까 부족했던 비품 채워져있고 청소도 해주셨더라구요 호텔온줄 가격도 저렴해서 전주에 살았더라면 여기만 이용했을꺼같아요 재방문시 숙박 1만원 쿠폰이랑 대실쿠폰도있더라구요 전주사시는분들 여기이용하세요,5,1
전주 금암동 호텔 마리(터미널점),홍박*,넷플릭스 굿,5,1
전주 우아동 호텔 야,수비니우비*,가성비 괜찮았는데 결정적으로 컴퓨터가 잘 안 되네요,3,0
전주 금암동 윈져,luv***,다 좋은데 따듯한 물이 안나와여 샤워기가,5,0
전주 산정동 달빛소리,껑충껑**********,넷플릭스 보실분들 개인계정으로 로그인해서 로그아웃까지 깔끔하게 하실분들만 이용하세요 저희는 당연히 다중시설이라 퇴실하면 모든 시스템이 자동로그아웃 되는 줄 알았는데 사장님께서 말씀한것처럼 저희 부주의로 로그아웃을 못한탓에 저희 아이디로 다른사람들이 시청했습니다 놀라서 바로 문의드리니 바로 저희 부주의라는 말만 하시고 다음날 이용객이 퇴실하면 그때 로그아웃을 해주시겠다고 하시더라구요 인터넷에 찾아보고 그대로 로그아웃을 진행해도 계속 다른 분이 영상을 보는지 동시접속하는 중이라고 하더라구요 너무 찝찝하고 싫어서 결국 탈퇴했습니다 다시 가입하려구요 전화를 했을때 다른 방법으로 대처를 해주셨으면 이렇게까지 화가나지 않았을텐데 이용객 부주의라고 먼저 말씀하시니 많이 서운하더라구요 여러모로 대처가 아쉬웠습니다,1,0
전주 경원동 경원,냐하하*******,객사 근처에 가성비 모텔 비품이 많이 없다,5,0
전주 우아동 한옥 HOTEL,랄라언덕0***,평이 좋아서 기대했는데 담배냄새 좀 나구요밖 공사 소음도 들리고베개에 알 수 없는 얼룩도 있었어요 다만 바닥이 보일러 틀어놓은 것 같이 따뜻하고 침대에 전기 장판이 있어 좋았어요,3,0
전주 금암동 호텔 K,냐옹야***,접근성도 좋고 가성비도 좋습니다,5,1
전주 산정동 제이즈 호텔,도로*,티비도크고 편히쉬다갑니다,4,1
전주 금암동 후,똥*,생각보다 너무 별로였어요,2,0
전주 금암동 황토,The***,가성비는 좋은데 오래된 곳이라 설비가 좀 그래요,4,0
전주 금암동 비스트,영차영********,시설자체는 매우 만족이였는데 제가 쓴 방에 배수구가 막혀있어서 홍수나는줄,4,0
완주 혁신도시 드래곤호텔,서현하경파*,넘 깨끗하고 가격도 저렴하고 좋네요,5,1
전주 금암동 YAJA 전주터미널점,가랑비*******,좋아요 친절하십니다,5,1
전주 금암동 토마토,호랑나********,매주 옵니다,5,1
전주 중화산동 투썸스테이,CES***,들어가서 의자에 앉으려고 가는순간 전에사람이 먹고남은 빼빼로를 밟았네요,3,0
전주 덕진동 브라운도트 전주덕진점,여니*,깨끗하고 쉬기좋아용,5,1
전주 금암동 토마토,풉사*,엄청 넓네요 싸게 잘 쉬다가요,4,1
전주 산정동 제이즈 호텔,콩닥콩*********,재방문 만족해요,5,1
완주 칸 드라이브인 무인텔(KAN),곰곰이*******,넓고 깔끔했어서 편히쉬다가 가요오,5,1
전주 중화산동 투썸스테이,스뎅93*,전주 내 타 지역에서 이용해본 경험이 있어 잠깐 들러봤었습니다 다만 다소 노후화된 시설 불친절한 직원 신기한주차장 전주 내 동일 브랜드 대비 재방문 메리트는 없는것 같습니다 침구류는 깨끗합니다,1,0
베스트웨스턴플러스 전주호텔,킹스크******,직원분들 다 친절하시고 앞에 편의점도 바로 있고 한옥마을 등 도보로 이동 가능해서 좋았어요 방음이 조금 약해서 저희 아이가 밤에 우는 바람에 다른 이용객들에게 불편을 드린거 같아 죄송하네요 아이가 좀 크고 다음에 전주 간다면 또 이용할께요 2박 잘 머물렀습니다,5,1
전주 우아동 명품 HOTEL,김칸쵸*,출장 같이 간 저희 부장님도 방도 깨끗하고 조용히 잘 쉬셨다고 합니다 감사합니다,5,1
전주 덕진동 호텔 워너비(HOTEL WANNABE),김대섬*,저렴해서 그냥 썼지 안그랬으면 방 바꿔달라고 했을거임 머리카락 거미줄 먼지 등등 너무 지저분함,3,0
전주 덕진동 호텔 마리(덕진공원점),qwe****,누런 베게하며 고정을 대충해놓아서 이불패드 커버 배게까지 다 뒤집어져서 다시 집어넣고 묶어서 잣네여 성수기라 입실시간도 늦은편이였는데 손님 많은만큼 신경좀 쓰셔야할듯,1,0
전주 금암동 YAJA 전주터미널점,봉화산해바****,항상 그렇듯 시설이 좋고 넓어서 놀기 좋습니다 추천드려요,5,1
전주 우아동 센트,뭉게뭉*****,엄청 친절하시구 방도 깨끗해요 연박했는데 아주 만족했어요,5,1
전주 산정동 호텔 메이드(HOTEL MADE),난센스**,티비엄청커요 진짜 모텔중 이리 큰 티비 처음봐요화질 엄청 좋아요 넷플릭스 짱이고 침대 너무 편하고 객실도 크고 청결도 좋고 암튼 너무 좋아요,5,1
전주 금암동 칼튼힐호텔,으니*,테이블이 제대로 안닦여서 지저분해서 다시 닦아 사용했습니다 그거 말곤 다 좋아요,5,0
전주 덕진동 MOMENT 708,유꾸리****,깨끗하고 시설 좋아용 또 올게용,5,1
전주 우아동 호텔 젠,나니1*,전반적으로 만족스럽습니다 매우 친절하시고 가격도 좋아요 조금 아쉬운 점은 워낙 인기가 많은 곳이어서 조금 아주 조금 정리가 덜 된 느낌을 받았습니다,4,1
전주 카마호텔,불국사재발***,숙소가 깨끗하고 조식도 방에 가져와서 먹을 수 있어서 좋았어요,5,1
전주 중화산동 화려한외출Ⅱ,새파란********,욕조에 머리카락이 잔치국수 면빨보다 많아서 깜짝 놀랐어요 저녁밥이 필요없더라구요 물론 가성비라고 생각하면 이해가 아예 안되진 않아요 뭐라고 하는 것이 아니라 아쉬울 뿐이예요,1,0
전주 덕진동 브라운도트 전주덕진점,토닥토닥핵******,전북대 숙소는 여기,5,1
전주 신시가지 호텔 팝,용두암*****,사장님인가 불친절에 샤워실 쪽 다 부서져 있고 먼지 쌓여있고 샤워 비품도 모자르고 가본 곳 중 여기가 최악인듯 하네요,1,0
전주 신시가지 호텔 팝,우노잉*,물도안나오고 더러움,2,0
전주 금암동 칼튼힐호텔,설레이********,어머님 모시고 기족여행으로 갔는데 다 좋았는데 화장실이 1개라 더우기 잠금장치가 없어 불편 샤워부스엔 옷을 걸데가 없어 불편,4,0
전주 중화산동 화려한외출Ⅱ,ㅎㅎ몬******,시설별로별로,3,0
호텔 다빈,가랑비*******,위생 좋고 조용하고 좋았어요 위치도 좋았음,5,1
전주 덕진동 호텔 워너비(HOTEL WANNABE),분당놀기왕**,방안에 충전기가 없고 충전기를 꽂을수있는 콘센트도 딱히 없어요 좀 늦게 들어오면 골목이 무섭습니다,3,0
전주 중화산동 스페셜,루*,방온도가낮아요,4,0
전주 신시가지 호텔 메세지,야옹댕댕이****,감사합니다 잘 쉬어 갑니다,5,1
전주 덕진동 호텔 쏘울(Hotel Soul),매력덩어리********,담배 냄새가 나지 않고 깨끗했는데 화장품의 뚜껑이 열려져 있는 상태라서 그걸 쓰면 피부 트러블이 염려돼서 화장품 뚜껑이 있으면 좋겠어요,5,0
전주 산정동 제이즈 호텔,브래드이발*,수건에 여자 머리카락 심하게 나오네요,4,0
전주 중화산동 호텔 인트로(HOTEL INTRO),칼잇음**,최고 깨끗함니다,5,1
전주 신시가지 호텔 팝,초롱초*********,화장실이 좀 안깨끗하네요,2,0
전주 중화산동 투썸스테이,그러나그리**,욕실청결 객실청결 인테리어 다 만족합니다,5,1
전주 우아동 호텔 젠,귀여운베이*****,스파욕조 더러워용 털도 많이 있었음 세면대 막혀서 물 잘 안내려가고 담배곽등 쓰레기 바닥에 버려져있었어요 위생이 심하게 별로였습니다,1,0
전주 고사동 전주관광호텔,뒤죽박*******,그냥저냥 호텔은아니고 모텔정도되는거같아요,5,0
전주 금암동 후,기닌건*,약간 청소 덜된듯한 바닥 초반 담배냄새,4,0
전주 금암동 토마토,안녕하****,비품이 들어 있는 파우치는 노랗게 변해 있고 이미 썼던 면도기가 들어 있었습니다 포장이 안 돼있었는데 그 안에 먼지들이 껴 있었습니다 이불도 덮는 이불은 그나마 괜찮고 깔려 있는 이불이 노랗게 변색되어 있었고 방에 들어가자마자 퀘퀘한 냄새가 가득해서 방 바꾸려다가 환기시키고 사용했습니다,1,0
전주한옥마을 게스트하우스,문*,사장님 굿 완전 친절 숙소 가격대비 만족 여자둘이서 2인실 욕실 단독 깨끗하니좋았습니다 한옥 마을과 가깝구 사장님께서 맛집과 전주 행사정보까지 문자로 보내주셔서 맛있게 먹고 놀고 즐김,5,1
전주 중화산동 스타 호텔(star hotel),빙빙*,가끔 이용하는데 방도 깨끗하고 쾌적합니다 사장님이 엄청 친철하십니다 주차장이 넓어서 이용하기 편리합니다 또 오겠습니다 감사합니다,5,1
전주 금암동 비스트,세인트루이*******,오래된 티가 확나네요 딱 들어가는 순간부터 담배 쪄든 냄새가 심하게나서 기분이 별루였는데 변기조차 청소가 잘 안되서 찌린내가 계속나서 정말 별루였어요 그냥 자긴 했는데 담엔 돈더주고 좋은곳으로 가야겠네요,2,0
전주 산정동 플렉스호텔,느릿느*********,최고에요옹,5,1
전주 중화산동 Q,눈누난********,바퀴벌레 한 마리가 나왔어요,3,0
전주 우아동 큐브 505 (CUBE 505),랄라소*****,좋은데 컴터랑티비연결이안되요,4,0
전주 산정동 넘버25 전주산정점,새싹소*********,깔끔하고 친절하신 직원분들 전 객실 금연이라 담배냄새도 안나고 방음도 잘 됐던거 같아용,5,1
전주 산정동 호텔 카누(HOTEL KANU),케이건*,좋았그바다다,4,1
전주 산정동 호텔 감스테이,김리*,방음이 안되고 담배냄새 심해요,4,0
전주 덕진동 호텔 스마일(HOTEL SMILE),랑둥더*,침대시트랑 이불에 발자국이 있고 검은색 이물질 같은게 묻어있어서 좀 더러웠어요,3,0
전주 덕진동 호텔 워너비(HOTEL WANNABE),먀먀*,이 방은 따로 샤워하는곳이 없어서 불편했어요 더 좋은 방이 나을것같아요,3,0
전주 산정동 돈키호테 드라이브인,봉봉쎅*****,언제나 돈키,5,1
전주 산정동 칸,별이빛***,다들 너무 친절하시고 안마의자도 너무 좋아요추천,4,1
전주 우아동 호텔 젠,분당디자이***,전주올때마다 가는곳인데 좋네요,5,1
전주 우아동 호텔 젠,우미미*,처음이용이면 재방문 안할것같아요 창문도 안열리고 수리할 부분이 좀 보이더라구요,4,0
전주 산정동 테라,상도동새벽****,만족하고 친절하셔서 자주 갔습니다 또 이용 할게여,5,1
전주 우아동 호텔 야,지워*,정말 편안한 휴식시간을 보내고 왔습니다,4,1
전주 고사동 YAJA 전주한옥마을점,책향기********,진짜 이런 리뷰를 써본 적도 없는 사람인데 너무 기분 나빠서 올립니다 방이 청소가 안되어 있어서 얘기를 했더니 사과는 커녕 키만 바꿔 꽂아놓고 어디로 가란 얘기없이 사라지네요 간만에 여행에 기분 더러워서 돌아갑니다 크리스마스 이브에 83000원 결제하고 이런 취급 받고 가니까 지금 생각해도 짜증나네요 어디 멀리가기 싫으신 분들만 이용하세요,1,0
전주 금암동 비스트,베이징*****,청결이 빵점 비위상해서 사진도 못찍음 담배냄새가 머리아파서 방 흡연실 느낌 가격이 저렴한거 하나 장점,1,0
전주 도원 게스트하우스,가나다******,방은 따뜻했는데 샤워물이 차가웠습니다,3,0
전주 송천동 호텔 에코스테이,구마모토수****,넓은 숙소 주차편리 조용 청결한 룸,5,1
전주 산정동 NABI(나비),플로리다태****,화장실 유리문이 쾅쾅 닫혀서 사용하는데 불편했어요,4,0
전주 우아동 호텔단아,참새는****,너무 친절하시고 좋았어요 전체적으로 무난하고 깔끔했는데 가 자꾸 꺼지더라구요,4,1
전주 우아동 Hotel The VIZIT,Fgh*******,침대진짜좋아요,5,1
전주 산정동 칸,하하하******,사장님도 친절하시고 좋았습니다 다만 7층이라 그런지 샤워기 물 수압이 많이 안좋아서 아쉬웠어요,5,0
전주 덕진동 호텔 워너비(HOTEL WANNABE),시임시*,불이안꺼져요,5,0
전주 한빛호텔,봄내음********,한옥마을과도 가까운편이고 무엇보다 시설관리 상태가 아주좋았습니다 인테리어 디자인도 세련됐고 청결상태가 매우 좋았어요 프론트를 비롯 직원분들도 모두 친절하시고 간단한 조식도 좋았습니다 그리고 비교적 시각장애인을 위한 점자가 이곳 저곳에 많이 보이던게 인상깊었습니다 또 여행갈 일 있으면 갈 것같아요 장점밖에 없었습니다 매우 만족스러웠어요,5,1
전주 중앙동 감영루 한옥텔,가랑비********,가성비 갑 숙소 진짜 샤워 잠만 자는 스타일이어서 온돌 작은방 예약 신랑저11개월 아가 만족하고 집으로 갑니다 다만 주차가 조금불편 그리고 방이 조금 춥고 층간소음이 있엇으나 옛날 건물이 다그렇지정도로 넘어갈 수 있엇던 사장님 내외의 친절함 뿜뿜 항상 건강하시길,5,1
전주 인터내셔널 호스텔,팔딱팔*******,화장실 수압이 정말 심각하네요 몸이 씻기는지 의문이 갔어요,2,0
전주 덕진동 하운드호텔 전주덕진,가평쨍쨍1*,대실도 방 선택할 수 있었으면 좋겠어요 후기 참고해서 대실도 욕실 달린 방 주는 줄 알았는데 받아보니 제일 낮은 방이었네요 서랍 꺼내서 뒤에 보니 이전 투숙객이 두고간 막걸리병 4개가 나오고 에어컨은 왤케 안시원한지 타지에서 하운드호텔 숙박했는데 너무 좋았어서 전주도 하운드호텔 예약한건데 실망스럽네요,3,0
전주 우아동 한옥 HOTEL,뾰족뾰********,천장도 낮고 방도 좁고 특히 담배 냄새예전에 피방당구장 금연 아닐 당시의 피씨방 냄새 같았어요 그외에는뭐 잘 쉬다 왔습니다,5,0
전주 금암동 칼튼힐호텔,홍짱홍*,매트리스도 푹신해서 좋고 시설 너무 깨끗하고 만족스러웠어요 다만 변기 커버 밑에 전 사람이 쓰던 똥 묻어있어서 오줌쌀때 불쾌했어요,5,0
호텔어라이브 전주 시화연풍,뽀송뽀********,위치가 한옥마을 근처라 여러맛집 가깝고 아침에 시장구경하먼서 콩나물국밥 잘먹었습니다 사장님과 직원분들이 정말 친절하셔서 기존호텔의 조식이나 수영장이 없어도 아쉽지 않은 서비스를 받은거 같습니다 전주여행 잘하고 편하게 잘쉬었습니다,5,1
전주 산정동 바른 숙박 (BARUN STAY),츄파춥****,주차장이 많이 협소해요,3,0
전주 신시가지 씨투,정훈찬*,잘쉬다가요 샤워기 버튼이 고장났네요,5,0
전주 우아동 호텔 투나잇(HOTEL 2NIGHT),쿠크*,사장님이 매우매우 친절하시고 편의시설을 세세하게 전부 다 설명해주셔서 너무 좋았다 객실도 깨끗하고 겨울인데도 웃풍이나 찬기운은 하나도 못느낄정도로 난방이 잘 됐고 심지어 화장실 바닥도 따뜻함화장실 바닥에도 보일러가 깔려있나봄 처음 전주여행을 왓을때도 사장님이 너무 친절하시고 인상깊어서 이번 두번째 여행때도 또 같은곳으로 예약함 전주올때는 무조건 여기숙소만 올거임,5,1
전주 산정동 호텔 감스테이,알파1**,위생적인 시설 호텔입니다,5,1
전주 다가동 MH HOTEL 객리단점,똘과병*,깨끗하고 잠도 잘와서 좋아요,5,1
