review_content,rating,label
바닥에 먼지가 가득 이불에 먼지가 가득 화장실 욕조 물안내려가서 보니 수채구멍 머리카락 잔뜩 곰팡이 잔뜩 아이와 같이 갔는데 너무 심각했어요,2,0
전주큐 좋아요,5,1
좋습니다 인테리어도 완벽해용,5,1
객실이 너무 깔끔하고 좋았습니다 오티티도 전부 다 됩니다 실내데이트 하기에도 너무 좋습니다 사장님이 너무 친절하시고 좋습니다 객실 침구류와 정리정돈이 잘 되어있고 너무 깔끔합니다 스타일러도 비치 되어있습니다 주변에 먹거리도 많아서 포장 해오기에도 좋네요 숙소 가격도 다른 호텔들이 비해서 착한편이여서 가성비 숙소로 좋은거같습니다 주차장 시설도 좁지 않고 사장님이 친절하게 주차 유도를 해주십니다 화장실도 깔끔하고 드라이기도 잘 작동 되네요 무엇보다 온수가 잘 나오고 수압이 강해서 좋았습니다,5,1
좋아요습니다아아요오,5,1
음방에 슬리퍼도 없고 벽에 방이 약간 추덥라구요,2,0
딱 시간 대학생 대실용 간지럽고 더러워서 잘 수 없음 예전에 괜찮았던거 같아서 또갔는데 대실망 에너미티 까니까 머리카락 들어있는게 레전드 자는건 포기하삼요,2,0
항상 잘 이용하고 있습니더,5,1
좋아유 좋아유 아이폰 충전기가 연결이 안 되어있어서 문의했는데 챙겨주셨어용 굿굿굿굿 침구도 깨끗하고 화장실도 깨끗해서 좋았습니다 티비 조작도 빨리빨리 잘 되고 넷플릭스도 잘 봤어요,5,1
호텔 자체가 오래된 듯한 느낌은 있지만 위치 면에서 좋았습니다 다만 침대부근에서 다 쓴 위생용품 화장품 일회용품 같은 쓰레기가 몇개 떨어져있어서 깨끗이 청소한 객실 같진 않았네요,3,0
욕조 있어서 오래된 건 감안하고 방문했는데 관리 상태가 영 안좋았습니다 욕조는 깨져 있고 변기 저수조 뚜껑이 없는데 두곳다 대충 시트지 같은걸로 가려둔것도 그렇고 곰팡이 냄새가 너무 심했습니다 위치는 좋긴합니다,2,0
시설은 약간 노후 되고 화장실도 특유의 오래된 냄새가 살짝 났는데 침구가 진짜 역대급으로 편안했고 좋았습니다 출장다니지만 침구류가 불편해서 편하게 잠 잘 못자는데 여긴 달랐습니다 눕자마자 꿀잠이네요 강추합니다,5,1
매번 여기로만 갑니다,5,1
에어컨이랑 시설이 너무 좋아요,5,1
편리한 위치 식당가나 편의점 마트도 있어서 식사하거나 하는데 불편함이 위로 조금만 가면 전주역이라 거리도 가깝고 그외 근처에 없습니다 컴퓨터 성능 그래픽카드나 사양 자체가 보통 방 컴퓨터 정도 이상이라 어지간한 고사양 게임도 무리없이 돌아갑니다 객실 공간 객실 공간이 넓어서 답답하지 않고 특히 화장실이 샤워공간 월풀 변기 세면대까지 다 따로 있어 정말 쾌적합니다 기타 전주 모텔이 비교적 오래된 곳이 많은 느낌인데 건물 자체도 깨끗하고 세련된 느낌이고 주변 천이나 도서관도 좋고 전반적으로 괜찮은거 같습니다,3,0
쿠폰이랑 해서 저렴하게 좋은 숙소 잘 이용하고 갑니다 일단 방도넓고 화장실도 넓은게 진짜 좋았습니다 티비는 정말 크고 화질도 좋아서 누워서 넷플릭스 재밌고 편하게 잘 봤습니다 스타일러도 굿굿,5,1
아가격저렴사진은 깔끔했는데 뒤통수제대로네요 들어오자마자 이방은 아니다싶어서 바꿔달라요청했는데 방이 없다네요 번엄청 좁아요 배달음식 시켜드실거면놓고 먹기 힘들어요 번 더러워요 에어컨 때가 검은 송충이처럼 덕지덕지 에어컨 달린벽우 에어컨에서 물이 스며든건지 얼룩덜룩 세면대도 머리카락에 묵은 때로 물안내려가고 역류 바닥하수구엔 머리카락 뭉탱이 바닥도 닦았더니 수건이 까매요 욕실 실리콘은 흰색이 검정이 되었구요 와우 번 시설노후 냉장고장은 다 부서져가요 침대는 템퍼라는데 어제도 숙소 똥망해 스프링이 고스라니 느껴지는 침대였는데 거기서 잘때보다 더 허리아프고 불편했네요 근데 왜 만차죠 다 낚였나요 암튼욕나오는 숙소네요 울집은 촌구석 군인데도 여기보단 좋네요 제가 리뷰에 이리 정성을 안들이는데 와역대급 최악이었어요,1,0
최고입니다 시설도 짱이에요 전주 놀러갔다가 이틀을 자버리게된 숙소입니다,5,1
어찌어찌하다가 전주역근처까지 와버렸습니다 그러다 금방에서 찾을 숙소를 찾았는데 평일인데도 빈방이 생각한것보다 없었습니다 다행히 깔끔한 이미지에 지금 후기를 남기는 숙소를 찾았구요 저녁늦은 시간에 도착하여 쌰워를 하고 누웠는데 티비가 엄청크네요 방크기 절반이상되는듯한 티비가 있어서 놀랐습니다 실내는 아늑하고 뭔가 꽉찬느낌 스타일러 미니냉장고 티비 밑에 소파 간단하게 간식먹을정도 공간이 있어서 좋았네요 침대는 쑥 들어가니 포근한 침대였숩니당,5,1
신상호텔 처럼 깨끗하고 새 느낌이 나서 좋았습니다 평일 숙박이라 매우 저렴하게 이용 가능 해서 가성비가 좋았어요 침대는 매우 푹신해서 잠 자기가 편했습니다 간만애 꿀잠 잔 듯이 개운 했고요 헤이드라이기나 고대기가 있어서 좋았고 수건도 냄새 안 나고 새워 시설도 노후 느낌이 안나서 좋고 상쾌 했습니다 티비는 매우 커서 뉴스나 드라마 보기 좋았습니다 는 없었지만 출장 간거라 개인 노트북으로 와이파이 잡아서 사용했고 아침 조식으로 일층에서 기계로 끓여먹는 라면 토스트 식빵과 잼 시리얼 우유가 구비되었습니다,5,1
내돈 새산 리얼후기 처음 가보는 전주여행의 첫숙소 였어요 막걸리타운 근처에 숙소가 잘 없어서 후기 괜찮은 곳찾다가 가성비좋고 깨끗하다는 후기를 보고서 여기로 예약했구요 그렇게 숙소에 잘 도착했구 친절하신 사장님께 키를 건네받고 방문을 딱 열었는데 저는 두발짝 이상 들어가지 못했습니다 담배찌든내가 너무심해서요 코를 찔렀어요 코가 따끔따끔했어요와 신랑이 들어가서 화장실까지 확인후 바로 카운터로 연결해서 냄새가 너무심하니 다른방으로 바꿔주실수있냐고 여쭈었고 친절하신 사장님께서 옆옆방이랑 그옆방 두군데 열려있으니 맘에 드는방으로 가라고 하셨어요 그래서 두군데 들어가보고 냄새가 거의 안나는방 으로 하고 짐을 풀고 바로 막걸리타운을 가서 가볍게 저녁을먹고 왔고 숙소들어와서 쉬려고 짐을 풀기 시작했어요 근데 아담배냄새 아까 방이 냄새가 무심해서 후각이 마비가 되었었나 점점 스멀스멀 환기도하고 주변에 뭐라도 있나 두리번거렸는데 여기청소 엉망입니다 에어컨청소는 언제하신건지 회색빛먼지가 수북하구요구석구석 여튼 청소언제한건지 도저히 알길이 없더라구요차마 사진까지는 못찍고 결국 저는 마스크 착용하고 잤구요 더러운것도 그렇지만 담배 냄새때문에요 신랑은 담날 목아프고 머리아프다고 호소했네요 제가 올해 다닌 숙소중 최악이었네요 이보다 더 저렴한 숙소도 청소상태는 좋았는데 이건 머 다른분들이 후기좋게 남기셨던데 전 정말 모르겠네요 이런 코시국에 힘드실거같아 가급적 후기 좋게써드리려고 하는데 여긴 정말 양심상 도저히 그렇게 써드릴수가 없었구요 제가 묵은 방만 그런건지는 알수없지만 여튼 청소위생상태 엉망이었습니다 앞으로는 신경좀 써주세요 스타일러보다는 청정기가 필수가 아닌가싶습니다 에어컨과탁자위 뽀얀먼지들 제발 전 두번다신 가지않을 숙소네요 단 사장님 께서는 굉장히 친절하십니다 청결과 냄새만 신경써주신다면 더할나위 없지않을까 싶어요,1,0
완전깨끗하구요 젊은 직원 친절하구요 아침에 간단한 조식 계란 시리얼 식빵 주스 우유 커피등 나오구요 사장님도 친절합니다,5,1
밤 늦게 출장이 잡혀서 급하게 전주에 내려왔다가 저렴한 숙박업소를 알아보던중에 깔끔해보이는 사진과 좋은 리뷰에 예약하게 되었습니다 처음 들어갔을때부터 프론트에서 친절하게 안내해주셨고 방에 들어가니 사진들처럼 깔끔하고 쾌적해서 좋았습니다 제일 좋았던건 역시 수압 화장실 수압이 세서 너무 만족스러웠어요 저렴한 가격과 좋은 숙박업소를 찾으신다면 여기서 한번 쉬었다 가보세요 굿굿,5,1
저렴하고 시간도 오래 사용할 수 있어서 좋지만 담배냄새가 조금 많이 나요,2,0
물조절이안되서정말불편하고 청소를 제대로 안하신거 같네요,1,0
오버워치도되고 티비도크고임,5,1
위치 시내에 위치하고 한옥마을 등 주요 관광 명소가 주변에 많이 분포해 있어 전주 내 최적의 입지라고 생각합니다 로비 층 로비에 쉴 수 있는 큰 공간이 있고 샹들리에가 있어 전반적인 분위기가 고급스러웠습니다 룸 입실할 때 쾌적한 느낌이 들었습니다 아무래도 방과 욕실이 분리되어 있고 실용적으로 물건들을 배치해둔 덕 같아 보입니다 침대는 개를 합해놔서 굉장히 넓었습니다 그럼에도 잘 고정이 되어서 중간 빈 공간이 느껴지는 불편함은 크게 없었습니다 화장실의 경우 욕조가 있어 씻을 때 편리했습니다 가장 맘에 들었던 건 현관 앞 화장실 맞은 편 자리에 전신 거울이 걸려 있다는 거였는데 옷매무새를 확인하기에 좋았습니다 합리적인 숙소 이용이었습니다 감사합니다,5,1
리뷰에 해명보단 핑계가 가득하네요 매번 숙박인데 정상적으로 주차를 해도 차키를 받아가시는데 의자 셋팅 변경하시는건 너무 불편합니다 처음부터 양해를 구하시든 이동요청을 하시든 해주세요 내차 남이 타는거 좋아할 사람 없을뿐더러 대실손님들 차량 탓에 숙박손님들이 차키드리는 것 장사하시는 입장 이해하겠습니다 미터도 안되는거리 이동하시면서 이것저것 만지시고 시트셋팅 바꿔놓으시니 여간 불쾌합니다 다음부턴 이용하지않겠지만 다른 손님들은 불편 겪지않았으면 하는 마음에 글남깁니다,0,0
깔끔해요 침구도 깨끗하고 좋아요,5,1
음머라할까사진하고다른느낌 방들어갔는데 찝찝하고 선풍기작은거는 먼지쩌들어있고에어컨은 엄청약하네요,2,0
화장실에 물이 안 내려가서 샤워하면 바닥에 물이 찻어요,3,0
따뜻해서 좋아요 다른 곳은 너무 추운데 여긴 따뜻하소 화장실이 무엇보다 좋아요 넓고 오래되었지만 관리가 잘 되어있어요 따뜻해서 좋아요 다른 곳은 너무 추운데 여긴 따뜻하소 화장실이 무엇보다 좋아요 넓고 오래되었지만 관리가 잘 되어있어요,5,1
방 깨끗합니다 금연건물이라 냄새도 없고 소음도 없었고요 어플문제인지 숙박 인어른 살애기로 예약했는데 숙소에서 추가요금이 발생하네요 일반모텔에비해 비싸고 비싼만큼 깨끗한정도이네요,3,0
원래는 괜찮은데 청소가 덜 된 상태여서 그랬던 건지 어제 유난히 냄새가 심했어요 그래도 나름 단골인데 신경써주셨으면해요,2,0
방도너무작고 침대가 너무작아서 마니불편했어요 모든게 미니미니하네요 샤워기도 싼거여서 그런지 동그란면이 잘다듬어지지 않아서 얼굴 다베이고 최악이었네요 그흔한 충전기도없어서 핸드폰도사용못했어요 이기격에 정말 잠만자고온것같아 돈이 아깝네요,2,0
친절하시고 숙소 컨디션도 좋았어요 다음에도 이용 하고 싶어요 거리도 가깝고 주변에 먹을데도 꽤 많아서 좋아요 만족하고 갑니다 종종 이용 하겠습니다 짱 만족,5,1
깔끔하고 쾌적하니 좋았어요 좀 일찍 도착했었는데 짐도 맡아주시고 직원분들도 엄청 친절하셔서 좋았네요 무엇보다도 플랫폼을 마음껏 즐길수있었던게 마음에 들었어요,5,1
시설 깔끔하고 좋아요,5,1
시설이 깨끗하고요 지은지 얼마안된거같아서 좋아요 서비스도 친절하시구요,5,1
스타일러가 있어서 좋았지만 전체적으로 오래된 느낌의 모텔이에여 급하게 잡은 방이라 세심하게는 못 봤는데 막상 들어가니 눈에 보이는 셋탑박스에 먼지가 가득이더라구요 물 마시려구 냉장고 문 여는데 냉장고에서 찌든 냄새가 나서 놀랬어요 창문이 아닌 베란다 형식으로 되어있어서 문을 닫아도 서늘한 바람이 들어와요 전기장판이 잘되어 있어서 따뜻하게 잘 잤어요 수압도 괜찮고 따뜻한 물도 잘 나옵니다 다만 오래된 곳이라 낡은 느낌은 어쩔 수 없네요 급하게 묵는 거 아니면 굳이 다시 찾진 않을 것 같아요,2,0
세면대에 치약껍질이 그대로 있고 샴푸린스바디통 바꾸셔야겠어요 스타일러 열고 안에 엄청 더러워서 놀랐어요 한번 빗자루로 쓸었으면 안그럴텐데요 청소를 아예 안하시는듯 전 다신 안갈래요 다른동네가 같은가격에 훨낫네요,0,0
방도 깨끗하고 시설이좋았습니다,5,1
호텔 아니고 모텔임 담배냄새 쩌들어있는 모텔 복도 객실 쩌든 담배냄새환풍기 돌려도 소용없음 근처 저렴한 호텔 갈껄 후기보고 먼거리 갔다가 낚였네 출장갔다 제대로 쉬지도 못하고 욕만 가득하고 왔네 이봐요 운영자씨 호텔이름걸고 운영하고 싶으면 흡연자 강력히 단속하던지온통 담배냄새쩌든 호텔 봤나 그도아니면 대놓고 모텔로 바꾸던지 다신 방문의사 없음,0,0
행복이라는게 오늘을 이야기 하는거 같아요 모텔에서 에어콘 빵빵 영화 도 보고 게임도 하고 아 너무 편하다,5,1
뷰가 정말 없는 방이라 커튼쳐두고 있었어요 로비도 너무 좁고 늘 라마다글로스터만 이용하다가 신축건물이라 처음 이용했는데 비슷한 가격대라면 라마다글로스터 이용할것 같아요,3,0
바닥 청소가 안되었는지 미끌 거림이 심해요 욕실광 방,1,0
부실한지 확인더 잘안하는 숙소,0,0
우아동이 전주역이랑 가까워서 자주 여기서 노는데요 늘호텔은 이번이 두번째 방문입니다 저번에는 디럭스를 예매했는데 사장님께서 디럭스 트윈 방을 주신 것 같더라구요 그래서 남친이랑 좋은 시간 보내다 왔습니당 디럭스 트윈은 방이 좀 작긴 했지만 내부 상태나 청결엔 문제가 없었어요 이번엔 미니멀 디럭스로 예약을 했고 호 배정 받았습니다 일단 도어락이 배터리가 없어서 열고 닫을 때 마다 띠리리링 소리가 났구요 방은 굉장히 작았습니다 벽지도 지저분했고 화장실도 너무 오래된 느낌이었어요 세면대 배수도 안되고 바닥으로 물이 샜습니다 퇴실할 때 쯤엔 조명이 다 나가버려서 어둠속에서 샤워를 했습니다,2,0
이번 방은 저번보다 더 노후된듯 하고 그래서인지 좀더 때가 더 묻어보였어요 요일차이인지 돈은 더들었는데 말이죠 무엇보다 거미줄 욕실화 검은때 등 너무 심했구요 실내화가 없는듯 하면서 비슷한게 실외화 같이 밖에 있는것도 찝찝 바디워시 샴푸는 하나도없이 비어있구 청소한곳 점검한곳을 주신건가 싶더군요 새볍시경 씻으려는데 알고는 놀라서 안내 시간 프론트 라는곳은 아무리 전화해두 받지를않구요 결국 시가 될때까지 기다려서 전화드렸습니다 다들친절하시긴한데요 노후된만큼 조금더 신경써주셨음 합니다,3,0
오래된 모텔입니다 저녁에 모터같은 기계 돌아가는 윙 소리가 계속 나다가 안나다가 하구요 다른방 물 내려가는 소리같은것도 너무 잘들립니다 티비랑 전구가 한번씩 꺼졌다가 켜지구요 티비가 더 자주 그랬습니다,2,0
발렛도 해서 좋았습니다 첫눈오는날 이용하기를 추천드려요,5,1
위치 및 시설 만족하였습니다 특히 주차공간이 넓어서 굿,5,1
항상 만족하고 이용하는 곳입니다 시설 서비스 모든게 다 좋았어요,5,1
충전기가 없어서 아쉬웠네요,3,0
안마의자때문에 특실로 잡은거엿는데 고장나있고 티비도 고장나있었어요 좀 기분이 별루네요,3,0
생각보다 많이 낡았고 위생도 조금 별로 그래도 전기장판 있어서 따뜻했어요,3,0
호텔레벨청결상태 직원친절 나쁘지 않았습니다,3,0
괜찮아요 무난합니다,3,0
정말 별로였어요 문 열자마자 방이 시작됨 신발장이 없어욬나진짜 너무 황당해서넷플릭스는 아이디가이 있어야 된다는 점에 좀 황당합니다그럴거면 왜 넷플릭스가 된다고 써있는건지 그리고 창문에는 방충망은 없고 올리고내리는것만 있고 이래저래 진짜 별로였어요 다신 이용하고싶지 않아요,2,0
시선을 돌릴때마다 천장 벽 옷장에 모기 사체들을 많이 볼 수있었습니다 화장실 욕조에 벚꽃향 섹시향 바디워시라고 적혀있어 사용하려 했으나 내용물이 전혀없어 이용하지 못했습니다 난방이 안돼어 프론트에 전호하니 티비 뒤 금색단자 전원을 켜야 난방이 된다하였습니다 나중에 보니 방문에 사용법이 붙어있었으나 문을 계속 열고있어 발견하디 못했습니다 월말 겨울임에도 살아있는 모기를 마리를 잡았습니다 아침에는 모기 읭읭소리에 잠이깼숩니다 다시는 이호텔 이용하지말자고 다짐합니다,2,0
저녁먹으러 나가다 비가 갑작스레 와서 당황했는데 사장님께서 우산을 선뜻 빌려주셔서 잘 쓰고 먹고 들어왔었네요 감사했습니다 시설도 좋고 조용하고 친절함까지 다음에 또 찾아뵙겠습니다,5,1
화장실이 문제가 있네요 시설이 오래된 듯,3,0
와이프와 딸이 처음으로 둘이서 전주 친구보러 간다기에 깔끔하고 좋은 곳으로 구해주고 싶었는데 다행히 다들 엄청 마음에 들어해서 좋았습니다 수영장 오픈 했다해서 준비 시켜서 갔는데 아쉽게도 유아들만 입장이 가능하더라구요 그래도 방에서 재미나게 놀았나보더라구요 아주 만족스러운 하루였다기에 저도 흡족하네요 침대가 딱딱하다는 평이 있었는데 침대는 푹신하니 좋았다하구 방음 얘기가 있었는데 이 부분은 조금 아쉽긴 하지만 모든 면에서 만족 스러웠습니다,5,1
숙박해보고 만족하여 이번엔 대실 이용했습니다 몇가지 아쉬웠던점은 입실시간에 맞춰 왔는데 로비 층은 불이 다 꺼져있고 불러도 안나오시길래 닫은줄 알았어요 키 받고 입실하려는데 열 필요없이 이미 객실 문이 활짝 열려있었답니다 여름철 벌레가 들어갈까봐 걱정되었고 문을 계속 열어놔서인지 내부가 많이 더웠답니다 숙박해보고 만족하여 이번엔 대실 이용했습니다 몇가지 아쉬웠던점은 입실시간에 맞춰 왔는데 로비 층은 불이 다 꺼져있고 불러도 안나오시길래 닫은줄 알았어요 키 받고 입실하려는데 열 필요없이 이미 객실 문이 활짝 열려있었답니다 여름철 벌레가 들어갈까봐 걱정되었고 문을 계속 열어놔서인지 내부가 많이 더웠답니다,3,0
생각보다는 별로네요,2,0
처음 가 본 곳이였는데 내부도 되게 깔끔하고 럭셔리했어요 기회가 된다면 꼭 꼭 재방문 하고 싶은 곳 입니다 침구도 좋고 안에 내부도 좋고 나중에 꼭 재방문 할게요,5,1
그럭 저럭 괜찮았는데 호였던가 끝쪽 객실 후 변기가 왜 지 스스로 내려가나요 일시적인거라 생각했는데 새벽까지 계속 그러네 티비 보고 있으면 혼자 물 내려가고 잘라고 누워있으면 짧게는 분쯤 단위로 길게는 한시간쯤 단위로 계속 지 혼자 물 내려가던데 얼마나 깜짝 놀라고 자다 깨고 무서웠는지는 아세요 귀신 생각나고 누구 들어온줄 알고 하 편안하게 쉬어야 할 숙박에서 잠도 거의 못자고 새벽 시경에 퇴실했네요 다신 안갈래요,1,0
나름 괜찮았습니다 흡연냄새가 났지만 어쩔수 없죠 사장님이 페브리즈 줘서 뿌렸어용,3,0
수압도 쌔고 깨끗하고 좋았어요 제일 좋은건 기계로 카드를 주어서 너무너무 마음에 들었어요 깨끗하기도하고 에어컨도 시원해서 좋았습니다 다음에 또 애용 할거 같슷니다 편의점도 가까워서 좋았어요,5,1
주변 맛집많고 에어컨 간접으로 나오고 좋아요 특히 드라이기 너무 좋아요 바람 쎄요 아침 조식도 간단히 좋습니다 베게도 낮아서 편하게 잤습니다 발코니에서 담배필수있어서 더 좋습니다,5,1
호텔이라는 이름에 적합한 수준의 숙소 입니다 여기저기 다녀봤지만 이렇게 좋은 숙소는 많지 않은듯 합니다,5,1
여자친구랑 잘 쉬다갑니다,5,1
형상 청결하고 친절한 응대 감사합니다,5,1
시설 청결 등 대부분의 상태가 최악이지만 가격은 베스트,1,0
주차공간도 없고 방도 먼지가 쌓여서 더러웠습니다 청소를 안하시는건지 먼지가 쌓여있고 냉장고도 작동이 제대로 되지않아서 물도세고 티비도 인터넷 연결도 잘 안되고 하여튼 최악이엿습니다 돈 날리고왔습니다,1,0
안녕하세요 평소에 대실로 자주 이용했었는데 오늘은 너무 별로였네요 들어가자마자 담배냄새때문억 머리아팠구요 입구에 넷플릭스 안되다고 써져 있었는데 진짜 안되더라고요 그래서 폰으로 미러링햇네요 그리고 바디워시도 없고 칫솔도 남이 쓰던거 그대로 있고 청소상태 어우 아쉬움 가득했습니다,2,0
건물 외관이랑 화장실은 엄청 후졌는데 안에 객실 상태는 되게 깨끗해서 만족했어요 몇몇 후기 중 공사소리 난다고 했는데 주말이라 그런지 공사 소리 없어서 조용하게 잘 잤고요 다만 방음은 잘 되는 거 같지 않았어요 사장님과의 접촉이 적어서 딱히 친절도는 모르겠으나 불친절하지도 않았습니다,3,0
사장님도 너무 친절하시구 방도 좋았어요 파티룸으로 강추입니다,5,1
시설 만족해요 티비가 깜빡거리는거 말고는 만족합니다 시설 만족해요 티비가 깜빡거리는거 말고는 만족합니다 시설 만족해요 티비가 깜빡거리는거 말고는 만족합니다 시설 만족해요 티비가 깜빡거리는거 말고는 만족합니다,5,1
프론트 직원의 건조하고 냉담한 불친절 응대 최악의 조식 다시는 절대 가고 싶지 않는 전주의 이미지까지 완전 비추,1,0
일 새벽시분경에 일날 숙소를 예약하려고 예약을했는데 새벽시분인데도 일로 안넘어가져있는걸 제가 못보고 일로 예약을했고 새벽시에 확인을해서 시분에 모텔쪽으로 연락을드려서 이게 제가 날짜예약을 잘못해서 취소가능한 시간이지났는데 취소나 날짜 변경이 가능하냐 물어봤고 모텔측에서는 자신들이 해줄수가없다고 어플측에 물어보라해서 여기어때 고객센터로 연락을 하려했는데 상담시간이 지나서 다시 모텔측에 연락을드려서 상담원 상담시간이 지나서 모텔측에 다시연락을 드렸다말씀드렸고 직원분께서 자신은 권한이없으니 오후에 사장님이 출근하시면 다시 연락달라는 말만 하셔서 알겠다하고 전화를 종료했습니다 그리고 그후에 오후에 연락을 다시드렸더니 환불및취소는 벌써 예약한 일자가 지나버려서 안된다고 하시고 야간직원분이랑 연락해보고 연락주신다 하셔서 기다렸지만 시가 되도록 연락이 안와서 직접 연락했습니다 제가 예약날짜를 제대로 못보고 예약한건 잘못이 맞습니다 근데 새벽직원분은 이런거 응대하시려고 데스크업무 보시는거 아닌가요 제가 전화를해서 화를낸것도 아니고 혹시 가능하냐 여쭤봤을때 자신은 권한이 없으니 사장님오시면 연락달라하실때 그 말듣고 기다린 저는 숙소 사용해보지도못하고 그냥 돈만 날린셈이 되버렸네요 이런상황이라면 취소가 어려우니 사용하시던지 해야될거같습니다 라고 추가 부연설명을 해주시는게 당연한거 아닌가요 기다렸다 연락달라는 말만 듣고 기다린 저는 뭐가 되는건가요 그리고 시에 다시 전화하실때 저한테 마지막에 도대체 아 제가 잘못한게 있으면 사과드려야죠 근데 새해인데 좋게좋게 끝내시고 새해 액땜하셨다고 생각하시고 넘어가주세요 이런말은 왜하시는건가요 제액땜을 왜 직원분이 정하시는거세요 도대체,1,0
페이스북에서 뜬 사진보고 갔는데 일반실은 조금 다르더라구요 그래도 분위기도 세련되고 인테리어도 깔끔하고 정말 좋네요 방음도잘되고 다음에도 찾고싶습니다,5,1
너무깔끔합니다,5,1
위치는좋았으나 침대가너무딱딱했어요,3,0
담배냄새너무심해요,3,0
따뜻한 물이 안나와서 난감했어요 온수 점검 부탁드립니다,3,0
부실한지 확인더 잘안하는 숙소,0,0
트리플 룸 숙박하였어요 방에 들어가니 꿉꿉하고 축축하여 당황했습니다 슬리퍼가 없어 맨발로 들어갔는데 방바닥이 찐득거려 찝찝했어요 침구도 물먹은 듯 습했습니다 제습기 사용가능한지 여쭤보니 없으니 에어컨을 틀라하셨어요 에어컨 바람이 너무 약해 제습기능은 거의 기대할 수 없었어요 잠자리 예민하지 않은데 찝찝하고 습하다보니 불쾌감이 높았어요 다음날 아침먹으러 나갔다오니 저희 방 문이 활짝 열려있었어요 체크아웃 시간도 안되었는데 청소하시려고 마스터키로 여신듯해요 근데 짐이 있는걸 보셨으면 문을 닫으셔야지 왜 열어놓으셨나요 돌아와서 너무 당황스러웠어요 퇴실하며 말씀드리려했는데 프론트에 아무도 없어서 그냥 나왔어요 이건 아닌듯 해요 화장실은 매일 청소하셔야 할 부분일텐데 물때빨간 곰팡이는 좀 놀랐어요 드라이기 선 안에 때는 더 깜짝 놀랐어요 가성비가 있긴한데 이런 줄 알았으면 안갔겠죠 다른 호텔로 옮길까라는 생각을 처음 해봤어요 감사합니다,1,0
마리가서 한번도 불편하거나 못마땅한적 없었는데 이번엔 좀 많이 아쉬웠네요 아침에 꼼꼼히 살피질 못하고 나간 제 탓이긴 하지만 분명 하얀티셔츠 하나를 침대위에 두고 나왔는데 그걸 버리신건지 세탁물에 딸려들어가 없어진줄 모르시는 건지 분실물 나온게 없냐 물으니 그냥 없다 한마디하고 끊으시더라구요 만원짜린데 추억하나 잃어버렸어요흑흡 그리고 그날 저녁에 스낵바 내려갔었는데 시되려면 아직 멀었는데 불도 꺼버리시구 마리정도 되는 곳이면 사실 이런 별거아닌 사소한거에 오히려 더 빈정이 상할수도 있지 않을까요 원래 다녀올때마다 리뷰 하려고 노력하다가도 한번씩 까먹고 그래도 생각나면 무조건 별개주고 좋은평밖에 안 썼었는데 이렇게 하나 두개 마음에 남으니 이런것도 쓰여지긴 하네요,3,0
처음입구부터 기분이 좋게 깔끔한 외관과 깔끔한 실내로 들어 가자마자 좋은 느낌을 받고 들어갔습니다 친절하신 사장님은 덤 방은 깔끔하고 좋으면서 방이 개성있는 인테리어로 다음에는 어떤 방일까 궁금해지네요 잘 쉬다 갑니다,5,1
가성비 좋아요 친절하세요,5,1
들어가자마자 담배냄새 샤워할때 배수도 잘 안되고 머리카락 잔뜩있네요 평 좋은것만 보고 예약한건데 잘못된 선택이었어요,0,0
수압이 약한건 단점이지만 전체적으로 깔끔하고 편안하게 쉬고 갑니다,5,1
항상 느끼는거지만 카운터에 계신분들이 너무나 친절한것 같아요 깨끗하고 깔끔한곳에서 잘쉬다가 갑니닷,5,1
청결엉망 싼맛에 다른곳 갑니다,2,0
굳굳 조아용,5,1
몇 번 만족하고 이용했는데 너무 실망했습니다 새벽에 너무 추워서 이상해서 보니 커튼 닫혀있는 상태로 창문이 센치정도 열려있었습니다 차라리 활짝 열어놓든 닫든 하시지 추운데 방은 하나도 안따뜻해지고 전화하니 안받고 전기장판은 코드를 꽂아서 불은 켜져있는데 하나도 안따뜻해지고 시 퇴실이라고 명확히 적혀있는데 시 분에 퇴실 전화하고확인 좀 하세요 화장실 문이 완전히 닫히지도 않아요 위층인지 새벽부터 아침에 자꾸 뭐 옮기고 이사하나 드르륵드르륵 소리에 시달렸습니다새벽에 전화를 안받으니 해결도 안되고 주말에 다른 곳에 비해 가격 꽤 나가는데 이 돈주고 잠만 잤지만 너무 아깝고 따지려다가 싸우기싫고 이제 이용안하면 된다는 생각으로 말았습니다 이런 리뷰 잘 안남기는데 너무 기분이 안좋네요,1,0
따뜻하고 깔끔하거 좋아요 특히 방이 되게 커요,5,1
나쁘지 않게 이용햌습니다,3,0
사장님은 친절하신데하 방에 들어가자 마자 담배냄새가 나고 청소가 너무 안되어 있었습니다 침구며 화장실에 머리카락도 있고 제가 집먼지진드기 알레르기가 있는데 침구가 너무 누래서 찝찝해서 다리만 이불덮고 잤다가 다리에 알레르기가 나서 하루종일 긁다 볼일 다봤습니다,2,0
둘어가자마자 냄새가 좀났습니다,2,0
신축이라 그런지 내부도 엄청 깔끔하고 좋네요 일반실 가격으로 특실 주셔서 더 좋았고 안에 스팀으로 옷 말려주는 기계 있어서 신기했네요 앞으로 번창하시길 바랍니다 잘 쉬었다 가요 호,5,1
좀 추웠고 도로 소음이 좀 있네요,3,0
음 방에들어갈때 냄세 그리고 화장실바닥에 마리카락이온통 칫솔도 하나밖에 없구요 매트에 머리카락이 몇개있드라구요,2,0
