id,name,nickname,review_content,rating,write_date,source,교정된 내용,맞춤법 오류수
y_16_039,전주 호텔모아,앗쉬어디가지,주차장이 엄청 큰 편은 아니지만 주차할 자리가 있어 주차했습니다 카운터에 커피머신과 사탕을 먹을 수 있는 곳이 있었고 숙소 내에서는 냉장고 안에 물과 음료수 그리고 충전기가 있었습니다 방은 깨끗한 편이 있었으며 욕실또한 굉장히 깨끗하고 넓었습니다 전체적으로 넓고 깨끗한 편이라 좋았고 넷플 말고도 디즈니 플러스 티빙 등 다른 프로그램도 이용 가능합니다 침대도 큰 편 이었구요 시설이나 퀄리티 전부 평균 이상이었고 근처에 술집이나 먹을 곳이 많으니 편하게 나가서 먹고 와도 좋을듯해요,4,2025-06,y,주차장이 엄청 큰 편은 아니지만 주차할 자리가 있어 주차했습니다 카운터에 커피 머신과 사탕을 먹을 수 있는 곳이 있었고 숙소 내에서는 냉장고 안에 물과 음료수 그리고 충전기가 있었습니다 방은 깨끗한 편이 있었으며 욕실 또한 굉장히 깨끗하고 넓었습니다 전체적으로 넓고 깨끗한 편이라 좋았고 넷플 말고도 디즈니 플러스 티빙 등 다른 프로그램도 이용 가능합니다 침대도 큰 편이었고요 시설이나 퀄리티 전부 평균 이상이었고 근처에 술집이나 먹을 곳이 많으니 편하게 나가서 먹고 와도 좋을듯해요,3
y_16_040,전주 호텔모아,알쏭달쏭하고평범한남성,주변에 식당이 많아서 즐기기 편했습니다 욕실에서 따뜻한 물도 잘 나와요 욕조도 있고 방도 깨끗하고 커서 만족스러웠습니다 밖에서 나는 차소리가 살짝 들리긴 했지만 크지는 않아서 괜찮았어요 저는 다음에 또 놀러오게 된다면 재방문 의사 있습니다 주변에 식당이 많아서 즐기기 편했습니다 욕실에서 따뜻한 물도 잘 나와요 욕조도 있고 방도 깨끗하고 커서 만족스러웠습니다 밖에서 나는 차소리가 살짝 들리긴 했지만 크지는 않아서 괜찮았어요 저는 다음에 또 놀러오게 된다면 재방문 의사 있습니다,5,2025-07,y,주변에 식당이 많아서 즐기기 편했습니다 욕실에서 따뜻한 물도 잘 나와요 욕조도 있고 방도 깨끗하고 커서 만족스러웠습니다 밖에서 나는 차소리가 살짝 들리긴 했지만 크지는 않아서 괜찮았어요 저는 다음에 또 놀러 오게 된다면 재방문 의사 있습니다 주변에 식당이 많아서 즐기기 편했습니다 욕실에서 따뜻한 물도 잘 나와요 욕조도 있고 방도 깨끗하고 커서 만족스러웠습니다 밖에서 나는 차소리가 살짝 들리긴 했지만 크지는 않아서 괜찮았어요 저는 다음에 또 놀러 오게 된다면 재방문 의사 있습니다,2
y_16_041,전주 호텔모아,어림없는책방,사장님도 친절하고 시설도 깔꿈했어옹,5,2025-06,y,사장님도 친절하고 시설도 깔꿈했어옹,1
y_16_042,전주 호텔모아,남다르고긍정적인황보,혼여행 다녀왔어요 으쓱하지 않은 번화가에 있어서 괜찮았습니다 사장님 친절하시고 주변에 시간 하는 국밥집도 있고 식사할만한 곳도 많아서 좋았어요 따뜻한 물 잘나와서 반신욕도 하고 방도 따뜻했어요주차도 편했습니다 잘 쉬고 왔습니다 번창하쎄용 아 스타일러도 있어서 짱 좋았습니다,5,2025-06,y,온 여행 다녀왔어요 으쓱하지 않은 번화가에 있어서 괜찮았습니다 사장님 친절하시고 주변에 시간하는 국밥집도 있고 식사할 만한 곳도 많아서 좋았어요 따뜻한 물 잘 나와서 반신욕도 하고 방도 따뜻했어요 주차도 편했습니다 잘 쉬고 왔습니다 번창하세요 아 스타일러도 있어서 정말 좋았습니다,7
y_16_043,전주 호텔모아,스마일꼼지락김성심,시설도 깔끔하고 사장님도 친절하시고 다시 전주에 방문하게 되면 다시 한 번 머물고 싶은 곳입니다 사진이 없어 아쉽네요,5,2025-06,y,시설도 깔끔하고 사장님도 친절하시고 다시 전주에 방문하게 되면 다시 한번 머물고 싶은 곳입니다 사진이 없어 아쉽네요,1
y_16_044,전주 호텔모아,마*****,룸마다 컨디션이 살짝 다른건지 아니면 그냥 이번에 배정해주신 방은 제 스타일이 아니였던건지 조금 덜 청결하다는 느낌을 받았습니다 한번도 이런적은 없었던거같은데 바닥도 기름칠 해놓은것처럼 약간 미끄러웠구요 다른면에서는 괜찮았습니다 환풍기가 완전 열일해서 그런지 특유의 모텔냄새가 안나서 너무너무 좋았습니다 수압도 쎄고 물도 막히지 않고 잘 내려가서 만족했습니다 후기중에 장판이 뜨겁다는 후기도 있어서 저온으로 해놓았는데 단계 까지 올려도 적절하게 따뜻했습니다,4,2025-06,y,룸마다 컨디션이 살짝 다른 건지 아니면 그냥 이번에 배정해 주신 방은 제 스타일이 아니었던 건지 조금 덜 청결하다는 느낌을 받았습니다 한 번도 이런 적은 없었던 거 같은데 바닥도 기름칠해놓은 것처럼 약간 미끄러웠고요 다른 면에서는 괜찮았습니다 환풍기가 완전 열 일 해서 그런지 특유의 모텔 냄새가 안 나서 너무너무 좋았습니다 수압도 세고 물도 막히지 않고 잘 내려가서 만족했습니다 후기 중에 장판이 뜨겁다는 후기도 있어서 저온으로 해놓았는데 단계까지 올려도 적절하게 따뜻했습니다,15
y_16_045,전주 호텔모아,우루과이배추김치,설날 특가로 이용했습니다 가격이 가격인만큼 큰 기대는 없었지만 막상 이용하니 정말 좋은 방이었습니다 우선 화장실과 샤워실이 분리되어 있는게 커플끼리 이용하기 너무 좋았습니다 냉장고에는 물 페트 음료수가 있었고 층 로비에는 전자레인지가 있었습니다 로비에서 물을 더 가져갈 수 있었고 커피도 내려 마실 수 있었습니다 침대 깨끗했고 청소도 잘 되어있었습니다 엘리베이터 앞에서 만난 청소하시는 분들에게 정중하게 젓가락 혹시 청소차에 있냐 물어보니 숟가락까지 챙겨주셨습니다 너무 감사했습니다 전주의 유흥거리인 신시가지에 위치하고 있어 너무 편했습니다 중심가에서 걸어서 분 도 안 걸렸습니다 전주에 또 오면 다시 방문하고 싶습니다,5,2025-06,y,설날 특가로 이용했습니다 가격이 가격인 만큼 큰 기대는 없었지만 막상 이용하니 정말 좋은 방이었습니다 우선 화장실과 샤워실이 분리되어 있는 게 커플끼리 이용하기 너무 좋았습니다 냉장고에는 물 페트 음료수가 있었고 층 로비에는 전자레인지가 있었습니다 로비에서 물을 더 가져갈 수 있었고 커피도 내려 마실 수 있었습니다 침대 깨끗했고 청소도 잘 되어있었습니다 엘리베이터 앞에서 만난 청소하시는 분들에게 정중하게 젓가락 혹시 청소차에 있냐 물어보니 숟가락까지 챙겨주셨습니다 너무 감사했습니다 전주의 유흥거리인 신시가지에 위치하고 있어 너무 편했습니다 중심가에서 걸어서 분 도 안 걸렸습니다 전주에 또 오면 다시 방문하고 싶습니다,2
y_16_046,전주 호텔모아,진솔되고창조적인모형,잠깐 이용했는데 청결하고 좋아요,5,2025-07,y,잠깐 이용했는데 청결하고 좋아요,0
y_16_047,전주 호텔모아,니키34,급하게 경주여해을 갖는데 저렴하고 청결해서 넘 좋았어요 경주에 가면 다시 이용할 듯,5,2025-06,y,급하게 경주 여행을 갖는데 저렴하고 청결해서 너무 좋았어요 경주에 가면 다시 이용할 듯,2
y_16_048,전주 호텔모아,감동적이고우호적인멕시코,깔끔해서 이용하기 좋았어요,4,2025-06,y,깔끔해서 이용하기 좋았어요,0
y_16_049,전주 호텔모아,stopccc,가격대비 최상이에요직원분에 친절해 더욱 기분이 좋아요,4,2025-06,y,가격 대비 최상이에요 직원분에 친절해 더욱 기분이 좋아요,2
y_16_050,전주 호텔모아,정어부,객실은 약간 오래된감이 있긴한데 대리석바닥에 깨끗하고 욕조까지 있어서 그러한 단점을 무시할 정도로 괜찮네요 토요일에 대실을 시간 여유롭게 이용할 수 있는 점도 참 좋습니다 침구류도 깨끗하고 사진으로 사기치는 곳이 아니라서 믿고 이용합니다 얼마전에 한옥스타일 전주권 다른 모텔을 사진만보고갔더니 말도안되게 사기를 쳐놨던데 여기는 그런게 없어서 참 좋은것 같아요 어매니티 훌륭하고 화장실 깨끗하고 유 넷플릭스 모두 다되고 항상 만족스럽게 이용했습니다 앞으로도 자주이용할것같아요 사장님 사업 번창하시길 빕니다,5,2025-06,y,객실은 약간 오래된 감이 있긴 한데 대리석 바닥에 깨끗하고 욕조까지 있어서 그러한 단점을 무시할 정도로 괜찮네요 토요일에 대실을 시간 여유롭게 이용할 수 있는 점도 참 좋습니다 침구류도 깨끗하고 사진으로 사기 치는 곳이 아니라서 믿고 이용합니다 얼마 전에 한 옥 스타일 전주권 다른 모텔을 사진만 보고 갔더니 말도 안 되게 사기를 쳐놨던데 여기는 그런 게 없어서 참 좋은 것 같아요 어메니티 훌륭하고 화장실 깨끗하고 유 넷플릭스 모두 다되고 항상 만족스럽게 이용했습니다 앞으로도 자주 이용할 것 같아요 사장님 사업 번창하시길 빕니다,12
y_16_051,전주 호텔모아,여행그리다,너무 피곤해서 사진을 못남겼네요 예상보다 쾌적한 룸 컨디션에 너무 편히 보내고 왔습니다 물건을 두고 왔는데 사장님께서 택배로 보내주시고 사장님 감사드립니다 다음번에 전주를 가게되면 또 들릴께요,5,2025-06,y,너무 피곤해서 사진을 못 남겼네요 예상보다 쾌적한 룸 컨디션에 너무 편히 보내고 왔습니다 물건을 두고 왔는데 사장님께서 택배로 보내주시고 사장님 감사드립니다 다음번에 전주를 가게 되면 또 들릴게요,3
y_16_052,전주 호텔모아,우루과이배추김치,주인분이 카운터에 안계셔서 책상 위 종을 치니 금방 와주셨어요 친절하시고 로비에 물 냉장고가 있어사 부족하면 더 가져갈 수 있어서 좋아요 그리고 커피기계도 있어 내려마실수 있네요 다만 움직이다가 이불 시트가 조금 벗겨졌는데 이불솜에 빨간 네임펜으로 글씨가 써져있어서 이건 좀 불편했네요이불 내부를 한 번 확인하셔야 할 것 같아요 그 외에는 샤워헤드도 화장실 샤워실에 하나씩 있어서 둘이서 동시에 씻기 좋을 것 같네요 잘 묵었습니다,4,2025-06,y,주인분이 카운터에 안 계셔서 책상 위 종을 치니 금방 와주셨어요 친절하시고 로비에 물 냉장고가 있어 사 부족하면 더 가져갈 수 있어서 좋아요 그리고 커피 기계도 있어 내려 마실 수 있네요 다만 움직이다가 이불 시트가 조금 벗겨졌는데 이불솜에 빨간 네임펜으로 글씨가 써져있어서 이건 좀 불편했네요 이불 내부를 한 번 확인하셔야 할 것 같아요 그 외에는 샤워헤드도 화장실 샤워실에 하나씩 있어서 둘이서 동시에 씻기 좋을 것 같네요 잘 묵었습니다,5
y_16_053,전주 호텔모아,모험심있고친밀한애니멀카페,신시랑 가까워서 좋아요,5,2025-06,y,신시랑 가까워서 좋아요,0
y_16_055,전주 호텔모아,KO코모,숙소가 깨끗해서 좋았어요,4,2025-06,y,숙소가 깨끗해서 좋았어요,0
y_16_056,전주 호텔모아,미래자동차,숙소좋아여우치가굿,5,2025-06,y,숙소 좋아 여우치가 굿,1
y_16_057,전주 호텔모아,또치는어디로,객실깨끗하고 조용했습니다만 밤에 객실 들어오고 불끄고 넷플릭스 보고있었는데 티비랑 방 불이 혼자 꺼졌다 켜졌다 난리더군요 프론트에서도 이상했는지 연락와서 키 뽑고 썼네요 방향제 냄새가 다소 쌨지만 청결하고 좋았습니다,3,2025-06,y,객실 깨끗하고 조용했습니다만 밤에 객실 들어오고 불 끄고 넷플릭스 보고 있었는데 티브이랑 방 불이 혼자 꺼졌다 켜졌다 난리더군요 프런트에서도 이상했는지 연락 와서 키 뽑고 썼네요 방향제 냄새가 다소 셌지만 청결하고 좋았습니다,7
y_16_058,전주 호텔모아,소말리아직장,신시가지에서 이 가격에 이 시간대에 이렇게 시설 괜찮고 깨 끗하고 온수 잘 나오는 곳이 생겨서 너무너무 좋아요 번화가라 점심 저녁 먹을 음식점 카페도 많고 중심 상권에 위치하다 보니 이동하기에도 좋고 시끄럽지도 않고 조용해서 아주 만족스러웠습니다 점심저녁 시간 사이에 쉬기 너무 좋습니다 방도 넓고 화장실이랑 샤워실이 구분되어 있는것도 맘에 들 고 수압도 나쁘지 않고 사장님도 친절하시고 전체적으로 굉 장히 만족스러운 곳입니다 앞으로 종종 이용할 곳이 생겨서 매우 좋습니다 방 컨디션이 상당히 맘에 들어요,5,2025-06,y,신시가지에서 이 가격에 이 시간대에 이렇게 시설 괜찮고 깨 끗하고 온수 잘 나오는 곳이 생겨서 너무너무 좋아요 번화가라 점심 저녁 먹을 음식점 카페도 많고 중심 상권에 위치하다 보니 이동하기에도 좋고 시끄럽지도 않고 조용해서 아주 만족스러웠습니다 점심 저녁 시간 사이에 쉬기 너무 좋습니다 방도 넓고 화장실이랑 샤워실이 구분되어 있는 것도 맘에 들 고 수압도 나쁘지 않고 사장님도 친절하시고 전체적으로 굉 장히 만족스러운 곳입니다 앞으로 종종 이용할 곳이 생겨서 매우 좋습니다 방 컨디션이 상당히 맘에 들어요,3
y_16_059,전주 호텔모아,냐옹나라벼리멍멍,사장님 짱친절하시구 발렛도 해주심 객실너무 깨끗하고 이불도 보송보송 전주 한 번씩 놀러가는데 술집이랑두 가깝고 조아서 종종 이용할 예정,5,2025-06,y,사장님 망친 절하 시구 발레도 해주심 객실 너무 깨끗하고 이불도 보송보송 전주 한 번씩 놀러 가는데 술집이랑도 가깝고 조아서 종종 이용할 예정,5
y_16_061,전주 호텔모아,자생적인키위,시설도 깨끗하고 다 구비되어있어서 만족스러웠어요,5,2025-06,y,시설도 깨끗하고 다 구비되어 있어서 만족스러웠어요,1
y_16_062,전주 호텔모아,진솔된리뷰어,이전에 예약했던 곳인데 괜찮았기에 다시 이용했습니다 저는 보통 터미널 근처에서 대실이나 숙박을 하기에 신시가지에서 묵을 일은 별로 없어 다른 곳과의 비교는 못하지만 어찌됐든 괜찮은 곳입니다 객실 상태도 양호하며 온도도 따뜻하고 좋습니다 화장실 샤워실 청결도 훌륭합니다 여자친구도 이쪽에서 머무를 일이 있다면 항상 이곳을 먼저 이야기합니다 앞으로도 종종 이용할듯합니다 이전에 예약했던 곳인데 괜찮았기에 다시 이용했습니다 저는 보통 터미널 근처에서 대실이나 숙박을 하기에 신시가지에서 묵을 일은 별로 없어 다른 곳과의 비교는 못하지만 어찌됐든 괜찮은 곳입니다 객실 상태도 양호하며 온도도 따뜻하고 좋습니다 화장실 샤워실 청결도 훌륭합니다 여자친구도 이쪽에서 머무를 일이 있다면 항상 이곳을 먼저 이야기합니다 앞으로도 종종 이용할듯합니다,5,2025-06,y,이전에 예약했던 곳인데 괜찮았기에 다시 이용했습니다 저는 보통 터미널 근처에서 대실이나 숙박을 하기에 신시가지에서 묵을 일은 별로 없어 다른 곳과의 비교는 못하지만 어찌 됐든 괜찮은 곳입니다 객실 상태도 양호하며 온도도 따뜻하고 좋습니다 화장실 샤워실 청결도 훌륭합니다 여자친구도 이쪽에서 머무를 일이 있다면 항상 이곳을 먼저 이야기합니다 앞으로도 종종 이용할듯합니다 이전에 예약했던 곳인데 괜찮았기에 다시 이용했습니다 저는 보통 터미널 근처에서 대실이나 숙박을 하기에 신시가지에서 묵을 일은 별로 없어 다른 곳과의 비교는 못하지만 어찌 됐든 괜찮은 곳입니다 객실 상태도 양호하며 온도도 따뜻하고 좋습니다 화장실 샤워실 청결도 훌륭합니다 여자친구도 이쪽에서 머무를 일이 있다면 항상 이곳을 먼저 이야기합니다 앞으로도 종종 이용할듯합니다,2
y_16_063,전주 호텔모아,배고픈밥돌이,사장님깨서 너무 친절해대해주시구 감사드립니다,5,2025-06,y,사장님께서 너무 친절해 대해 주시고 감사드립니다,2
y_16_064,전주 호텔모아,이소곤,사장님도 친절하시고 시설도 깔끔해서 좋았어요 하지만 들어갈때 담배냄새가 좀 많이났어요,4,2025-06,y,사장님도 친절하시고 시설도 깔끔해서 좋았어요 하지만 들어갈 때 담배 냄새가 좀 많이 났어요,3
y_16_065,전주 호텔모아,콩이왕자임,저번에 이용했을때 너무 좋았어서 다시 이용했는데 다시가도 너무 좋아서 너무 잘쉬었어요,5,2025-06,y,저번에 이용했을 때 너무 좋아서 다시 이용했는데 다시 가도 너무 좋아서 너무 잘 쉬었어요,4
y_16_066,전주 호텔모아,진솔되고창조적인모형,방안이 깔끔하고 좋았어요,5,2025-07,y,방안이 깔끔하고 좋았어요,0
y_16_067,전주 호텔모아,망고의유혹,시설깔끔하고 위치 좋네요,4,2025-06,y,시설 깔끔하고 위치 좋네요,1
y_16_068,전주 호텔모아,민망한삵,우선 가장 인상 깊었던 점은 카운터 보시는 분이 굉장히 친절하셨습니다 그래서 차적으로 기분이 좋았구요 방에 들어 갔는데 굉장히 따뜻해서 차적으로 기분이 좋았습니다 또 청결하기도 하구요 욕실에 샴푸랑 바디워시도 냄새가 좋았습니다 침대도 일반 모텔보다는 큰 거 같았습니다 방 크기랑 인테리어는 전체적으로 심플합니다 아 개인적으로 조명이 좋더라구요 주차에 관해서 말하자면 주차장 크기는 평범하다고 보시면 됩니다 다음에 또 재방문 의사 있습니다 좋네요,5,2025-06,y,우선 가장 인상 깊었던 점은 카운터 보시는 분이 굉장히 친절하셨습니다 그래서 차적으로 기분이 좋았고요 방에 들어갔는데 굉장히 따뜻해서 차적으로 기분이 좋았습니다 또 청결하기도 하고요 욕실에 샴푸랑 보디워시도 냄새가 좋았습니다 침대도 일반 모텔보다는 큰 거 같았습니다 방 크기랑 인테리어는 전체적으로 심플합니다 아 개인적으로 조명이 좋더라고요 주차에 관해서 말하자면 주차장 크기는 평범하다고 보시면 됩니다 다음에 또 재방문 의사 있습니다 좋네요,5
y_16_069,전주 호텔모아,완벽하고친밀한담청색,엄청 깨끗하진 않았지만 무난했어요,4,2025-07,y,엄청 깨끗하진 않았지만 무난했어요,0
y_16_070,전주 호텔모아,레다히멍,자주 오는 곳입니다 깔끔합니다,5,2025-07,y,자주 오는 곳입니다 깔끔합니다,0
y_16_071,전주 호텔모아,팔팔한탕수육,굳 상태 좋습니다 깔끔 합니다,4,2025-06,y,굳 상태 좋습니다 깔끔합니다,1
y_16_072,전주 호텔모아,5197365,여자친구와의 첫여행입니다 감기에걸렸다고해서 푹자라고 온돌방을 예약했습니다 사장님께서 행복한 전주여행을 만들어주시기위해 스타일러와 침대가 있는방으로 추가요금없이 바꿔주셨습니다 신시가지가면 이곳에서 주무세요 정말로 추천합니다 마지막으로 사장님은 제 은인이세요,5,2025-07,y,여자친구와의 첫 여행입니다 감기에 걸렸다고 해서 푹 자라고 온돌방을 예약했습니다 사장님께서 행복한 전주여행을 만들어주시기 위해 스타일러와 침대가 있는 방으로 추가요금 없이 바꿔주셨습니다 신시가지 가면 이곳에서 주무세요 정말로 추천합니다 마지막으로 사장님은 제 은인이세요,7
y_16_073,전주 호텔모아,의욕적인댕댕이,여자친구와 같이 사용하면서 시설도 쾌적하고 도 넷플릭스 디즈니 티빙 애플티비 등 많은 를 사용할 수 있어서 좋았습니다 그리고 주변이 신시가지라서 저녁늦게까지 재밌게 놀다와서 푹 쉴 수 있었고 방안에 스타일러도 있어서 옷 냄새도 빼고 다음날에 쾌적하게 나갈 수 있었습니다 다음에 신시가지에서 숙소를 사용하는 날이 온다면 다시 한번 와볼법한 숙소였습니다 다른분들도 다른 리뷰안좋은곳 가시지 마시고 이곳으로 오셔서 푹쉬다가 가셨으면 좋겠습니다 건승하세요,5,2025-06,y,여자친구와 같이 사용하면서 시설도 쾌적하고 도 넷플릭스 디즈니 티빙 애플 티브이 등 많은 글 사용할 수 있어서 좋았습니다 그리고 주변이 신시가지라서 저녁 늦게까지 재밌게 놀다 와서 푹 쉴 수 있었고 방안에 스타일러도 있어서 옷 냄새도 빼고 다음날에 쾌적하게 나갈 수 있었습니다 다음에 신시가지에서 숙소를 사용하는 날이 온다면 다시 한번 와볼법한 숙소였습니다 다른 분들도 다른 리뷰 안 좋은 곳 가시지 마시고 이곳으로 오셔서 푹 쉬다가 가셨으면 좋겠습니다 건승하세요,7
y_16_074,전주 호텔모아,소익수,깔끔하고 만족스러웠습니다,5,2025-06,y,깔끔하고 만족스러웠습니다,0
y_16_075,전주 호텔모아,쀼르르르르,전주갈때마다 애용하고 있는 숙소입니다 숙소 난방이 미쳤어요 방바닥이 뜨거워서 맨발로 돌아다니기 힘들때도 있을정도에요 청결상태도 아주 좋았고 수압도 세요 충전기는 카운터에서 대여하시면 되고 가운도 카운터에서 받아가시면 됩니다 주차공간도 넓고 사장님 사모님도 굉장히 친절하세요 그리고 카운터 앞쪽에 커피 마실수 있게 빨대 일회용 컵 얼음 비치 되어있고 물도 더 마실 수 있게 냉장고도 비치 되어있습니다 정말 최고예요 재방문 의사 입니다,5,2025-06,y,전 주갈 때마다 애용하고 있는 숙소입니다 숙소 난방이 미쳤어요 방바닥이 뜨거워서 맨발로 돌아다니기 힘들 때도 있을 정도예요 청결상태도 아주 좋았고 수압도 세요 충전기는 카운터에서 대여하시면 되고 가운도 카운터에서 받아 가시면 됩니다 주차공간도 넓고 사장님 사모님도 굉장히 친절하세요 그리고 카운터 앞쪽에 커피 마실 수 있게 빨대 일회용 컵 얼음 비치되어 있고 물도 더 마실 수 있게 냉장고도 비치되어 있습니다 정말 최고예요 재방문 의사입니다,8
y_16_077,전주 호텔모아,전주맥도날드,무난하니 다음에도 이용할 것 같아요,5,2025-06,y,무난하니 다음에도 이용할 것 같아요,0
y_16_080,전주 호텔모아,태백잔당,깔끔하고 체크아웃 시간이 늦어서 여유있게 나올 수 있었네요 다만 주차장이 조금 좁습니다,4,2025-06,y,깔끔하고 체크아웃 시간이 늦어서 여유 있게 나올 수 있었네요 다만 주차장이 조금 좁습니다,1
y_16_081,전주 호텔모아,레다히멍,시설이 쾌적하고 좋습니다,5,2025-06,y,시설이 쾌적하고 좋습니다,0
y_16_082,전주 호텔모아,강렬하고밝은멜버른공항,사장님 친절하시고 넓고 좋습니다,5,2025-07,y,사장님 친절하시고 넓고 좋습니다,0
y_16_085,전주 호텔모아,일하러가용,무난하게 자고나왔습니다,4,2025-06,y,무난하게 자고 나왔습니다,1
y_16_086,전주 호텔모아,철학적이고유쾌한진도대교,그냥저냥 무난하게 즐길 곳 입니다 다만 드라이기가 너무 약해서 아쉬웠어요,3,2025-06,y,그냥저냥 무난하게 즐길 곳입니다 다만 드라이기가 너무 약해서 아쉬웠어요,1
y_16_088,전주 호텔모아,모험심있고밝은염장,항상 쾌적하고 좋습니다,5,2025-07,y,항상 쾌적하고 좋습니다,0
y_16_089,전주 호텔모아,DW맘,남자친구랑도 혼자서도 자주 이용하는데 항상 갈때마다 편하게 쉬다오네요,5,2025-07,y,남자친구랑도 혼자서도 자주 이용하는데 항상 갈 때마다 편하게 쉬다 오네요,2
y_16_092,전주 호텔모아,DW맘,사장님이 친절하셔서 자주 이용합니다 항상 깔끔하고 특히 바디워시 향이 너무 좋아요,5,2025-06,y,사장님이 친절하셔서 자주 이용합니다 항상 깔끔하고 특히 보디워시 향이 너무 좋아요,1
y_16_093,전주 호텔모아,마흔두살머리,객 실 넓 고 좋 아 요 화 장 실 깔 끔 해 요,3,2025-06,y,객 실 넓 고 좋 아 요 화 장 을 깔 끔 해 요,1
y_16_094,전주 호텔모아,레다히멍,깨끗하고 좋습니다 또오고싶어요,5,2025-06,y,깨끗하고 좋습니다 또 오고 싶어요,1
y_16_095,전주 호텔모아,꼼꼼하고새로운칵테일,신시가지에 대실 시간인 곳 아예 없는데 가격도 저렴하고 시간 대실에 시설도 가격에 비하면 좋아서 너무 만족했어요,4,2025-06,y,신시가지에 대실 시간인 곳 아예 없는데 가격도 저렴하고 시간 대실에 시설도 가격에 비하면 좋아서 너무 만족했어요,0
y_16_096,전주 호텔모아,오에버그리,이른 시간이여서 그런지 주차쟝 여유있어 편히 주차할수있어서 좋았어요 사장님인지 직원 분인지 친절하게 안내해주십니다 건물이 노후된 느낌이지만 깨끗하게 관리해서 그런지 냄새도 안나고 매우 청결하네요 화장실도 깨끗한 상태입니다 그런데 한가지 아쉬운점은 커피포트 얼룩이 묻어있네요 사용하기는 꺼려집니다 다른 객실에 손님이 없어서 그런지 아니면 방음이 잘되어서 그런지 옆 소음이없어서 편히 쉴수있었네요 전반적으로 만족한 객실이었습니다 체크인시 친절히 안내해주셨습니다 주변에 상권이 많아서 식사하기 너무 편했어요 층 로비에는 커피 음료등 서비스 이용할수있구요 객실도 깨끗하고 욕실이 넓어서 너무 좋았어요 전주에 자주 오는편인데 또 이용할듯 하네요 한두가지 위생에만 신경써주시면 평가가 좋은 숙박시설이 될듯합니다,4,2025-06,y,이른 시간이어서 그런지 주차장 여유 있어 편히 주차할 수 있어서 좋았어요 사장님인지 직원분인지 친절하게 안내해 주십니다 건물이 노후된 느낌이지만 깨끗하게 관리해서 그런지 냄새도 안 나고 매우 청결하네요 화장실도 깨끗한 상태입니다 그런데 한 가지 아쉬운 점은 커피포트 얼룩이 묻어있네요 사용하기는 꺼려집니다 다른 객실에 손님이 없어서 그런지 아니면 방음이 잘 되어서 그런지 옆 소음이 없어서 편히 쉴 수 있었네요 전반적으로 만족한 객실이었습니다 체크인 시 친절히 안내해 주셨습니다 주변에 상권이 많아서 식사하기 너무 편했어요 층 로비에는 커피 음료 등 서비스 이용할 수 있고요 객실도 깨끗하고 욕실이 넓어서 너무 좋았어요 전주에 자주 오는 편인데 또 이용할듯하네요 한두 가지 위생에만 신경 써주시면 평가가 좋은 숙박시설이 될듯합니다,20
y_16_097,전주 호텔모아,강렬하고밝은멜버른공항,친절하시고 편히 쉬는데 부족함이 없네요,5,2025-07,y,친절하시고 편히 쉬는데 부족함이 없네요,0
y_16_098,전주 호텔모아,쿠앤크초콜릿,여기 단골인데 엄청 친절하시고 가장 좋은거 같아요,5,2025-07,y,여기 단골인데 엄청 친절하시고 가장 좋은 거 같아요,1
y_16_099,전주 호텔모아,광신프로그래스,아주좋아요 청결깔끔주인에인사성모두만족,4,2025-06,y,아주 좋아요 청결 깔끔 주인에 인사성 모두 만족,2
y_16_100,전주 호텔모아,콩이왕자임,객실도 너무 깨끗하고 좋았어요,5,2025-07,y,객실도 너무 깨끗하고 좋았어요,0
y_16_101,전주 호텔모아,별별2,직원분들이 엄청 친절하셔서 좋았어요 방상태도 좋고 다음에 전주 놀러가면 여기서 또 머물고 싶을정도로 위치도 좋고 친절도 최고에요,5,2025-06,y,직원분들이 엄청 친절하셔서 좋았어요 발상 태도 좋고 다음에 전주 놀러 가면 여기서 또 머물고 싶을 정도로 위치도 좋고 친절도 최고예요,4
y_16_102,전주 호텔모아,quasar,여기는 다른건 다 좋은데 객실에서 온도조절이 안되서 밤에 너무 춥더라구요희망온도를 설정을해도 온도가 안올라감,3,2025-06,y,여기는 다른 건 다 좋은데 객실에서 온도조절이 안돼서 밤에 너무 춥더라고요 희망온도를 설정을 해도 온도가 안 올라감,5
y_16_103,전주 호텔모아,DW맘,서비스도 좋고 시설도 깔끔해서 매번 찾아가는곳,5,2025-07,y,서비스도 좋고 시설도 깔끔해서 매번 찾아가는 곳,1
y_16_105,전주 호텔모아,부돌남,잘쉬다갑니다 수고하세요,5,2025-06,y,잘 쉬다 갑니다 수고하세요,1
y_16_106,전주 호텔모아,딸기28,좋아요굿입니당 친절하시고 편해요,4,2025-06,y,좋아요 굿입니다 친절하시고 편해요,1
y_16_107,전주 호텔모아,분따이쪼또영,감사함니당 좋은 숙소에요,4,2025-07,y,감사합니다 좋은 숙소에요,1
y_16_108,전주 호텔모아,아이클리너,아들 결혼한다고 강화에서 내려오셔서 묵으셔서 잘은 모르지만 편안하게 잘쉬셨다고 하시더라고요 감사합니다,5,2025-06,y,아들 결혼한다고 강화에서 내려오셔서 묵으셔서 잘은 모르지만 편안하게 잘 쉬셨다고 하시더라고요 감사합니다,1
y_16_110,전주 호텔모아,천일폭포그물자유로운,사장님친절하시고시설좋아요,4,2025-06,y,사장님 친절하시고 시설 좋아요,1
